,0
dennis,20257
quaid,65904
plays,62668
teams,82464
star,78381
quarterback,65975
nasty,56724
game,33674
replaced,68862
jamie,43556
foxx,32612
superstar,81068
winning,92070
games,33708
works,92899
turmoil,86670
continually,16700
befalls,7198
try,86456
way,90958
season,72953
lifetime,47829
maybe just,52538
just hear,44572
hear oliver,38391
oliver stone,58962
stone directed,79143
directed football,21622
football movie,32208
movie starring,55759
starring al,78458
al pacino,3160
pacino expecting,59978
expecting masterpiece,27597
masterpiece quite,52264
quite taken,66226
taken aback,81892
aback turd,879
turd given,86657
given sunday,34765
sunday story,80898
story fictional,79416
fictional nfl,30067
nfl team,57415
team miami,82433
miami sharks,53445
sharks al,74781
pacino team,59979
team head,82430
head coach,38288
coach trying,14729
trying desperately,86530
desperately playoffs,20561
playoffs battle,62667
battle unnecessary,6926
unnecessary roughness,87913
roughness field,70657
field dennis,30083
dennis quaid,20262
quaid plays,65905
plays teams,62722
teams star,82468
star quarterback,78411
quarterback nasty,65977
nasty hit,56726
hit game,39389
game replaced,33695
replaced jamie,68865
jamie foxx,43559
foxx superstar,32613
superstar winning,81071
winning just,92074
just games,44543
games nfl,33714
nfl works,57416
works right,92939
right turmoil,69945
turmoil continually,86671
continually befalls,16701
befalls team,7199
team try,82451
try way,86506
way season,91161
season lifetime,72997
jawbreaker,43622
takes,81927
points,63211
heathers,38560
carrie,11615
uses,88289
originals,59551
create,17797
bad,6264
actually,2029
better,7864
teen,82563
recently,67759
reminds,68719
recent,67736
months,54632
called,10940
mean,52680
girls,34668
course,17450
came,11009
later,46531
perky,61500
actresses,1982
flood,31899
screen,72596
tame,82227
lit,48944
falls,28531
dark,18916
jawbreaker copy,43623
copy copy,17067
copy takes,17079
takes plot,81971
plot points,62933
points heathers,63219
heathers carrie,38561
carrie uses,11618
uses originals,88303
originals create,59552
create bad,17798
bad film,6322
film actually,30305
actually better,2038
better teen,8025
teen films,82573
films seen,31227
seen recently,73476
recently reminds,67776
reminds recent,68740
recent film,67741
film saw,30810
saw months,71607
months called,54634
called mean,10958
mean girls,52701
girls course,34681
course came,17457
came years,11091
years later,93987
later beautiful,46536
beautiful perky,7109
perky actresses,61501
actresses flood,1986
flood screen,31902
screen time,72659
time like,84631
like mean,48249
girls mean,34697
girls film,34688
film tame,30909
tame lit,82228
lit screen,48948
screen falls,72616
falls dark,28538
dark comedy,18928
im,41226
going,35149
short,75086
im going,41231
going short,35285
refreshing,68103
things,83485
let,47368
honest,39723
day,19175
thought,83977
having,38140
watched,90631
bloody,8746
loved,50527
90s,848
technology,82527
hide,39010
feelings,29727
true,86295
original,59385
underdogs,87371
joseph,44164
gordon,35774
levitt,47545
turned,86714
handsome,37491
today,85063
basically,6825
say,71657
chance,12452
deserves,20494
visions,89413
high,39028
crazy,17768
cliques,14538
teenage,82589
angst,4018
heath,38556
ledger,47128
glittery,34938
tight,84419
pants,60207
chemistry,13491
cute,18571
sleeping,76434
ahem,3033
popular,63469
storyboard,79633
days,19269
pretty,64441
boys,9575
aiming,3067
fresh,32886
meat,52850
caring,11550
somewhat,77082
psychotic,65595
parents,60298
relate,68293
misconstrued,54008
images,41254
particular,60415
defined,19934
fact,28200
refreshing movie,68112
movie like,55488
like 10,47925
10 things,74
things hate,83538
hate let,38025
let honest,47398
honest maybe,39743
maybe day,52516
day movie,19229
movie came,55129
came people,11062
people thought,61193
thought having,84043
having just,38172
just watched,44839
watched years,90725
years bloody,93945
bloody loved,8754
loved just,50555
just 90s,44377
90s technology,852
technology hide,82535
hide feelings,39011
feelings true,29747
true movies,86330
movies original,56084
original actually,59391
actually funny,2084
funny thought,33475
thought underdogs,84123
underdogs like,87372
like joseph,48208
joseph gordon,44166
gordon levitt,35777
levitt turned,47550
turned handsome,86726
handsome today,37496
today basically,85068
basically trying,6850
trying say,86573
say film,71729
film chance,30378
chance definitely,12460
definitely deserves,19966
deserves 10,20495
10 rating,57
rating real,66714
real visions,67068
visions high,89414
high school,39079
school crazy,72349
crazy cliques,17772
cliques teenage,14539
teenage angst,82590
angst heath,4022
heath ledger,38557
ledger glittery,47129
glittery tight,34939
tight pants,84423
pants real,60212
real chemistry,66988
chemistry just,13505
just really,44691
really cute,67275
cute cute,18577
cute movie,18584
movie don,55251
don know,22991
know instead,45844
instead just,42477
just sleeping,44751
sleeping ahem,76435
ahem popular,3034
popular storyboard,63493
storyboard days,79634
days 10,19270
things works,83590
works pretty,92937
pretty boys,64455
boys aiming,9577
aiming fresh,3070
fresh meat,32898
meat caring,52852
caring somewhat,11555
somewhat psychotic,77105
psychotic parents,65598
parents relate,60322
relate misconstrued,68305
misconstrued images,54010
images mean,41258
mean particular,52722
particular defined,60419
defined high,19936
school thought,72389
thought fact,84025
fact better,28208
vampires,88547
struggle,80014
mortal,54772
fighting,30151
vampire,88531
stories,79243
boring,9271
interview,42935
knew,45670
buffy,10529
slayer,76404
david,19113
boreanaz,9230
december,19632
started,78604
current,18486
tv,86799
bones,9014
episodes,26259
hooked,39835
friends,32978
told,85127
angel,3958
curious,18472
teenager,82600
anytime,4373
worried,93104
skin,76273
moment,54374
tortured,85352
soul,77356
dragged,23275
sweet,81670
happy,37731
laugh,46608
fights,30181
night,57534
ve,88648
finished,31541
episode,26078
sad,71041
left,47142
important,41540
note,57931
worth,93245
matter,52375
dvds,23983
return,69288
want,89867
late,46498
haven,38114
won,92407
regret,68196
able,951
read,66863
lines,48770
blood,8709
begin,7221
began,7204
enjoy,25536
free,32791
use,88179
remote,68750
today look,85085
look vampires,49764
vampires struggle,88556
struggle love,80021
love mortal,50425
mortal girl,54773
girl just,34576
just fighting,44522
fighting reason,30169
reason like,67582
like vampire,48485
vampire stories,88542
stories boring,79248
boring pretty,9315
pretty good,64490
good movie,35591
movie saw,55702
saw interview,71595
interview vampire,42940
vampire knew,88536
knew buffy,45679
buffy vampire,10532
vampire slayer,88541
slayer david,76405
david boreanaz,19116
boreanaz december,9232
december started,19634
started watching,78656
watching boreanaz,90748
boreanaz current,9231
current tv,18494
tv bones,86810
bones episodes,9017
episodes hooked,26299
hooked friends,39843
friends told,33040
told angel,85129
angel got,3960
got curious,35872
curious thought,18477
thought just,84054
just teenager,44790
teenager stop,82609
stop anytime,79172
anytime little,4374
little worried,49171
worried angel,93105
got skin,35961
skin moment,76282
moment care,54379
care beautiful,11420
beautiful tortured,7122
tortured soul,85353
soul dragged,77362
dragged sweet,23277
sweet way,81684
way happy,91059
happy laugh,37746
laugh hate,46626
hate fights,38017
fights better,30182
better world,8052
world friends,93007
friends night,33024
night ve,57603
ve finished,88683
finished episode,31546
episode sad,26206
sad angel,71043
angel left,3961
left important,47173
important note,41550
note good,57940
good world,35728
world worth,93087
worth fighting,93252
fighting matter,30166
matter dvds,52384
dvds return,23985
return want,69299
want like,89915
like late,48220
late haven,46508
haven seen,38133
seen time,73509
time won,84785
won regret,92449
regret course,68197
course able,17451
able read,978
read lines,66889
lines looking,48813
looking blood,49812
blood action,8710
action begin,1637
begin watch,7246
watch buffy,90418
buffy began,10530
began understand,7216
understand enjoy,87423
enjoy feel,25550
feel free,29615
free use,32814
use remote,88215
spongebob,78025
wonderful,92499
naive,56594
optismic,59290
sponge,78023
patrick,60713
dumb,23835
hilarious,39156
mr,56200
krabs,46062
cheap,13339
krab,46060
owned,59920
kk,45655
plankton,62411
enemy,25399
sandy,71347
karate,44922
texan,83084
squirrel,78174
squidward,78170
sarcastic,71392
squid,78168
hated,38045
activities,1759
awesome,6019
example,27038
spongebob wonderful,78032
wonderful spongebob,92533
spongebob naive,78029
naive optismic,56600
optismic sponge,59291
sponge patrick,78024
patrick dumb,60717
dumb hilarious,23850
hilarious star,39202
star mr,78407
mr krabs,56217
krabs cheap,46063
cheap krab,13348
krab owned,46061
owned kk,59923
kk plankton,45656
plankton krabs,62412
krabs enemy,46064
enemy sandy,25403
sandy karate,71348
karate texan,44926
texan squirrel,83085
squirrel squidward,78177
squidward sarcastic,78171
sarcastic squid,71393
squid hated,78169
hated spongebob,38053
spongebob activities,78026
activities awesome,1760
awesome hilarious,6035
hilarious example,39173
imo,41472
rare,66589
personally,61623
hugely,40469
touching,85453
emotive,24988
human,40503
storyline,79637
accounts,1310
faithful,28441
screenplay,72708
wonderfully,92542
cast,11824
flies,31855
way wonderful,91198
wonderful film,92516
film imo,30607
imo deserves,41474
deserves rare,20506
rare 10,66590
10 10,24
10 hard,44
hard personally,37810
personally better,61625
better hugely,7940
hugely touching,40472
touching emotive,85454
emotive human,24989
human level,40531
level brilliant,47492
brilliant storyline,9996
storyline accounts,79639
accounts faithful,1311
faithful screenplay,28445
screenplay wonderfully,72737
wonderfully cast,92544
cast long,11886
time flies,84565
easily,24171
favourite,29435
run,70820
hours,40280
fly,31968
huge,40433
success,80566
tom,85179
hanks,37545
main,51013
think,83594
micheal,53476
clarke,14172
duncan,23887
does,22549
steal,78852
spotlight,78083
away,5940
stephen,78942
kings,45614
title,85000
tall,82211
recommend,67831
viewing,89185
fan,28727
king,45580
close,14578
tears,82479
undeniable,87353
outstanding,59721
spot,78067
easily favourite,24177
favourite movies,29452
movies time,56145
time watching,84779
watching movie,90829
movie run,55695
run time,70859
time hours,84597
hours hours,40298
hours just,40300
just fly,44534
fly movie,31972
movie interesting,55450
interesting huge,42815
huge success,40465
success tom,80586
tom hanks,85184
hanks main,37546
main character,51018
character think,12841
think micheal,83733
micheal clarke,53477
clarke duncan,14173
duncan really,23892
really does,67289
does steal,22678
steal spotlight,78858
spotlight away,78084
away stephen,6004
stephen kings,78946
kings novel,45615
novel title,58056
title good,85010
movie stands,55757
stands tall,78373
tall recommend,82218
recommend viewing,67858
viewing little,89200
little gem,49065
gem fan,33922
fan tom,28823
hanks stephen,37550
stephen king,78945
king watched,45604
watched movie,90690
movie say,55703
say close,71685
close tears,14606
tears undeniable,82489
undeniable ending,87354
ending script,25334
script just,72810
just outstanding,44661
outstanding acting,59722
acting spot,1594
spot storyline,78078
storyline original,79671
original seen,59492
seen like,73442
like don,48064
don think,23054
think try,83808
try copy,86463
review,69396
chapter,12622
larger,46454
cause,12081
george,34182
lucas,50708
said,71140
wars,90243
intended,42644
big,8088
split,77942
parts,60483
telling,82768
complex,15982
lot,50064
listen,48920
saga,71121
structured,80008
probably,64760
rate,66637
seven,74488
gets,34254
elements,24679
make,51140
disagree,21896
structure,80000
send,73684
message,53328
place,62253
comment,15553
kind hard,45517
hard review,37815
review don,69417
don movie,23015
movie chapter,55153
chapter larger,12623
larger story,46457
story reason,79550
reason say,67600
say cause,71681
cause george,12095
george lucas,34188
lucas said,50713
said star,71199
star wars,78425
wars film,90248
film intended,30620
intended big,42647
big movie,8135
movie split,55754
split parts,77948
parts telling,60514
telling complex,82770
complex story,15998
story actually,79317
actually think,2159
think underrated,83812
underrated film,87402
film cause,30374
cause lot,12098
lot people,50155
people don,61015
don listen,22999
listen george,48923
lucas say,50714
say star,71828
wars saga,90254
saga intended,71125
intended structured,42653
structured probably,80010
probably rate,64820
rate seven,66652
seven 10,74489
10 larger,49
story gets,79431
gets 10,34255
10 cause,28
cause long,12097
long run,49618
run elements,70828
elements happens,24694
happens film,37694
film really,30783
really make,67390
make matter,51255
matter star,52415
saga disagree,71123
disagree say,21906
say structure,71830
structure just,80004
just send,44731
send message,73688
message place,53348
place comment,62262
dying,24010
18,216
did,21063
marathon,51942
stayed,78821
awake,5885
read lot,66891
lot dying,50098
dying watched,24022
watched 18,90634
18 episodes,220
episodes times,26338
times time,84895
time saw,84706
saw did,71575
did marathon,21163
marathon run,51946
run stayed,70853
stayed awake,78822
awake watched,5888
watched lot,90684
lot really,50167
really good,67330
small,76605
town,85511
eccentric,24286
centering,12213
single,75947
mother,54799
daughter,19052
diner,21575
owner,59924
protect,65393
help,38730
earlier,24071
soooo,77237
warm,90170
stuff,80160
disk,22190
keeps,45002
getting,34350
puts,65862
perspective,61649
reminding,68715
truly,86358
life,47637
great small,36442
small town,76636
town wonderful,85543
wonderful eccentric,92510
eccentric people,24288
people centering,60985
centering single,12214
single mother,75964
mother daughter,54811
daughter diner,19060
diner owner,21577
owner protect,59926
protect help,65399
help family,38746
family hit,28645
hit town,39413
town 18,85512
18 years,222
years earlier,93963
earlier soooo,24081
soooo warm,77239
warm honest,90174
honest stuff,39755
stuff watch,80201
watch disk,90442
disk episode,22191
episode watch,26250
watch marathon,90520
run episodes,70829
episodes years,26349
years just,93986
just keeps,44600
keeps getting,45013
getting better,34355
better better,7882
better puts,7994
puts world,65880
world perspective,93038
perspective reminding,61660
reminding truly,68718
truly important,86386
important life,41546
travel,85932
surrounded,81476
amidst,3825
foreign,32287
intrigue,42961
opportunity,59230
truthful,86454
instincts,42511
travel surrounded,85940
surrounded people,81479
people amidst,60965
amidst foreign,3826
foreign intrigue,32292
intrigue truly,42971
truly opportunity,86397
opportunity truthful,59241
truthful instincts,86455
problems,64893
lack,46185
empathy,24997
fail,28322
empathise,24992
intention,42692
group,36721
middle,53513
class,14186
pleasure,62756
seekers,73325
selfish,73625
narcissistic,56671
cruel,18292
retreat,69276
attempt,5429
escape,26453
petty,61702
nastiness,56722
main problems,51038
problems lack,64912
lack empathy,46195
empathy surprising,25005
surprising fail,81434
fail empathise,28324
empathise characters,24993
characters little,13052
little empathy,49054
empathy intention,25001
intention group,42695
group middle,36746
middle class,53519
class pleasure,14207
pleasure seekers,62767
seekers really,73326
really selfish,67449
selfish narcissistic,73628
narcissistic cruel,56672
cruel retreat,18298
retreat world,69279
world really,93047
really attempt,67239
attempt escape,5438
escape petty,26470
petty nastiness,61704
ah,3014
titan,84975
bluth,8838
best,7671
imagery,41249
sci,72409
fi,30000
wonder,92460
interwoven,42944
second,73103
disney,22238
wanted,89973
rip,69996
ruin,70752
treasure,85983
planet,62397
atlantis,5342
yes,94055
offs,58632
essentially,26601
unique,87709
different,21401
plots,62996
ideas,41049
thing,83338
enjoyed,25642
music,56362
songs,77157
band,6564
liked,48522
female,29874
isn,43285
flighty,31863
overall,59751
ah titan,3018
titan don,84977
don bluth,22942
bluth best,8839
best movies,7751
movies dark,55970
dark imagery,18942
imagery sci,41252
sci fi,72410
fi wonder,30032
wonder interwoven,92476
interwoven second,42945
second movie,73132
movie disney,55243
disney wanted,22299
wanted rip,90019
rip ruin,70002
ruin treasure,70767
treasure planet,85984
planet atlantis,62399
atlantis yes,5344
yes kind,94085
kind rip,45538
rip offs,70000
offs movie,58633
movie essentially,55279
essentially unique,26607
unique different,87711
different plots,21457
plots ideas,63009
ideas thing,41078
thing enjoyed,83372
enjoyed movie,25674
movie enjoy,55270
enjoy movie,25572
movie music,55546
music loved,56396
loved songs,50575
songs used,77175
used favorite,88237
favorite band,29386
band lit,6569
lit want,48949
want say,89942
say liked,71767
liked female,48541
female character,29880
character kind,12757
kind like,45522
like fact,48097
fact isn,28247
isn flighty,43313
flighty little,31864
little thing,49153
thing like,83406
like girl,48135
girl movies,34593
movies overall,56085
overall bad,59757
rango,66507
ago,2899
proved,65445
cgi,12356
remember,68640
younger,94200
entirely,25973
changed,12531
imagination,41275
visuals,89451
overused,59896
dated,19039
spectacular,77700
titan reminds,84978
reminds little,68735
little bit,49004
bit movie,8365
movie rango,55639
rango came,66510
came long,11050
long ago,49564
ago rango,2930
rango proved,66514
proved cgi,65446
cgi does,12362
does mean,22638
mean kids,52709
kids movie,45307
movie titan,55831
titan did,84976
did remember,21190
remember watching,68680
watching titan,90886
titan younger,84979
younger entirely,94206
entirely changed,25975
changed imagination,12539
imagination movie,41285
movie great,55376
great visuals,36469
visuals cgi,89454
cgi probably,12372
probably little,64809
little overused,49104
overused cgi,59898
cgi dated,12361
dated remember,19041
remember looking,68665
looking spectacular,49865
pleasantly,62738
favorably,29375
reviewed,69476
6th,770
delivered,20133
ways,91211
pleasantly surprised,62740
surprised good,81375
good favorably,35514
favorably reviewed,29376
reviewed 6th,69477
6th day,771
day delivered,19196
delivered ways,20149
hallmark,37343
miniseries,53812
10th,115
kingdom,45605
based,6744
staleness,78264
fantasy,28956
adaptations,2228
reminiscent,68743
range,66498
novels,58063
modern,54299
city,14085
dwellers,23998
thrust,84332
preindustrial,64164
typically,87124
magical,50954
setting,74458
genre,34067
rarely,66611
usually,88373
domain,22907
outright,59685
camp,11137
army,4889
darkness,18974
wrong,93657
straightforward,79729
epic,26049
tradition,85594
doesn,22708
embarrass,24785
hallmark miniseries,37344
miniseries 10th,53813
10th kingdom,116
kingdom based,45606
based book,6749
book given,9080
given staleness,34763
staleness fantasy,78265
fantasy adaptations,28957
adaptations good,2231
good thing,35693
thing reminiscent,83443
reminiscent range,68745
range novels,66500
novels kind,58067
kind modern,45530
modern big,54302
big city,8101
city dwellers,14091
dwellers thrust,24000
thrust preindustrial,84336
preindustrial typically,64165
typically magical,87127
magical setting,50964
setting genre,74465
genre rarely,34113
rarely screen,66619
screen usually,72661
usually domain,88380
domain outright,22908
outright camp,59686
camp like,11141
like army,47963
army darkness,4890
darkness wrong,18987
wrong straightforward,93721
straightforward epic,79732
epic fantasy,26054
fantasy tradition,28984
tradition doesn,85597
doesn embarrass,22745
british,10103
sitcom,76081
decade,19587
millions,53650
ignoring,41174
snide,76823
remarks,68636
downs,23214
critics,18148
enjoying,25701
misadventures,53994
harper,37892
family popular,28672
popular british,63472
