,0
london bookseller,69438
bookseller shares,12358
shares flat,104642
flat zany,44022
zany weird,131948
weird roommate,127967
roommate spike,98758
celebrity,16554
meeting,74145
normality,81378
hill,54707
stars,109804
book,12156
store,110800
owner,84139
life,66646
changed,17055
international,59880
anna,5424
played,87863
walks,125672
fate,40615
william,128614
collides,20524
knocking,63932
lunch,71225
offers,82324
opportunity,83122
clean,19646
way,127228
agrees,3945
wonderful movie,129514
movie celebrity,77316
celebrity meeting,16555
meeting normality,74150
normality hill,81379
hill stars,54742
stars hugh,109831
grant book,50261
book store,12290
store owner,110809
owner life,84143
life changed,66678
changed international,17069
international movie,59885
star anna,109686
anna played,5431
played julia,87926
roberts walks,98218
walks book,125674
store fate,110806
fate william,40627
william collides,128618
collides anna,20525
anna knocking,5428
knocking lunch,63934
lunch william,71228
william offers,128631
offers anna,82326
anna opportunity,5429
opportunity clean,83125
clean flat,19650
flat way,44021
way anna,127237
anna agrees,5425
biographies,11119
strange,111439
fascinated,40490
exception,37639
doesn,31409
really,94332
adequately,3112
real,93942
comedian,20843
andy,5156
kauffman,62840
different,29696
times,118438
offensive,82272
unfunny,122689
extremely,38771
interesting,59738
certainly,16717
unique,122762
biographies strange,11122
strange people,111454
people fascinated,85688
fascinated exception,40492
exception strange,37655
strange doesn,111442
doesn really,31505
really adequately,94338
adequately real,3114
real life,94031
life comedian,66685
comedian andy,20844
andy kauffman,5161
kauffman really,62841
really different,94411
different times,29806
times offensive,118529
offensive unfunny,82282
unfunny extremely,122694
extremely interesting,38807
interesting certainly,59751
certainly unique,16777
gave,47085
high,54419
rating,93553
reason,94759
apparently,5864
totally,119330
psychotic,92048
self,103106
absorbed,1389
kaufmann,62844
pitied,87423
institutionalized,59407
order,83207
seek,102701
cure,25608
elephant,34365
man,72438
exhibit,37886
sideshows,105777
gawk,47137
gross,51125
deformity,27662
case,15861
legacy,66065
mildly,75122
humorous,56932
joke,61622
comic,21254
obvious,81988
dead,26811
end,34844
business,14507
thought,117352
did,29182
hysterically,57229
funny,46257
clever,19743
eventually,37062
proved,91850
joe,61442
penner,85537
1930,362
40,840
wanna,125760
buy,14606
duck,33027
fast,40561
ended,35061
total,119291
oblivion,81903
parkyakarkus,84768
continually,23011
limited,68116
creativity,24694
comes,21114
attempting,7155
lionel,68466
barrymore,8943
rumored,99103
said,99513
death,27001
bed,9592
thing,116485
harder,52756
die,29582
mish,75747
mash,73163
comdeian,20679
entertaining,35868
morbid,76764
curious,25626
clinical,19925
minded,75346
definite,27532
pass,85014
gave film,47106
film high,42455
high rating,54479
rating reason,93585
reason excellent,94779
excellent story,37611
story apparently,110915
apparently totally,5883
totally psychotic,119374
psychotic self,92057
self absorbed,103107
absorbed andy,1390
andy kaufmann,5162
kaufmann pitied,62846
pitied institutionalized,87424
institutionalized order,59408
order seek,83236
seek cure,102704
cure like,25614
story elephant,111003
elephant man,34366
man exhibit,72501
exhibit sideshows,37890
sideshows people,105778
people gawk,85703
gawk gross,47138
gross deformity,51129
deformity case,27663
case kaufmann,15888
kaufmann legacy,62845
legacy mildly,66067
mildly humorous,75127
humorous joke,56939
joke comic,61628
comic obvious,21274
obvious dead,81997
dead end,26819
end business,34856
business thought,14532
thought did,117390
did hysterically,29302
hysterically funny,57230
funny clever,46304
clever eventually,19755
eventually proved,37080
proved joe,91857
joe penner,61454
penner 1930,85538
1930 40,363
40 wanna,849
wanna buy,125763
buy duck,14618
duck played,33029
played fast,87900
fast ended,40569
ended total,35087
total oblivion,119311
oblivion parkyakarkus,81904
parkyakarkus people,84769
people kaufmann,85747
kaufmann proved,62847
proved continually,91852
continually limited,23013
limited intellect,68121
intellect creativity,59485
creativity comes,24697
comes attempting,21120
attempting funny,7157
funny lionel,46396
lionel barrymore,68467
barrymore rumored,8946
rumored said,99104
said death,99533
death bed,27005
bed thing,9607
thing harder,116560
harder die,52758
die comedy,29586
comedy mish,21018
mish mash,75748
mash story,73166
story mish,111143
mash comdeian,73164
comdeian entertaining,20680
entertaining morbid,35933
morbid curious,76765
curious clinical,25628
clinical minded,19926
minded definite,75350
definite pass,27537
teenagers,115333
sitting,106474
tv,121408
enjoying,35686
large,64909
helpings,54105
pork,89284
sausage,100019
bacon,8300
suddenly,112705
hear,53471
door,32007
opening,82954
immediately,57855
start,109862
cleaning,19662
dishes,30727
unsuccessfully,123128
try,120896
rid,97579
fumes,46036
grilled,51025
sausages,100021
billowed,11088
house,56394
course,24026
depicting,28124
normal,81345
taken,114329
east,33681
damien,26018
donnell,31966
family,39702
england,35321
1970s,416
pakistani,84429
father,40635
multi,79017
facetted,39113
enacted,34784
om,82826
puri,92352
believes,10108
traditions,119735
muslim,79361
religion,95904
english,35347
mother,76884
great,50394
performance,86182
linda,68139
bassett,9171
tries,120344
seven,104232
children,18602
freedom,45487
fully,46010
enjoy,35431
labeled,64539
theaters,116287
dvd,33270
vhs,124450
anybody,5712
looking,69837
light,67017
hearted,53703
entertainment,35973
fitting,43901
saturday,100010
night,80939
hugely,56622
disappointed,30403
teach,115001
viewer,124637
difficult,29827
cultures,25588
exist,37906
peacefully,85451
merge,74610
create,24573
new,80506
script,101920
ayub,8137
khan,63103
din,29954
wrote,131110
stage,109478
version,124324
does,31181
moments,76292
including,58375
laughs,65323
intense,59605
deal,26885
outbursts,83643
domestic,31715
violence,124939
things,116666
arranged,6442
marriages,73013
far,40285
away,7839
cruel,25364
westerners,128228
shows,105460
brilliance,13403
intimate,59951
appear,5922
ambitious,4778
just,62087
developing,28783
distinct,30931
manner,72774
crucial,25343
recommended,95118
standard,109595
willing,128653
views,124790
challenged,16877
teenagers sitting,115347
sitting tv,106501
tv enjoying,121441
enjoying large,35691
large helpings,64917
helpings pork,54106
pork sausage,89285
sausage bacon,100020
bacon suddenly,8304
suddenly hear,112713
hear door,53480
door opening,32024
opening immediately,82961
immediately start,57874
start cleaning,109871
cleaning dishes,19663
dishes unsuccessfully,30730
unsuccessfully try,123129
try rid,120960
rid fumes,97582
fumes grilled,46037
grilled bacon,51026
bacon sausages,8303
sausages billowed,100022
billowed house,11089
house course,56408
course depicting,24046
depicting normal,28126
normal life,81365
life teenagers,66927
teenagers taken,115349
taken film,114339
film east,42287
east east,33686
east damien,33685
damien donnell,26019
donnell deals,31967
deals story,26967
story family,111020
family england,39742
england 1970s,35322
1970s pakistani,419
pakistani father,84430
father multi,40684
multi facetted,79020
facetted enacted,39114
enacted om,34786
om puri,82827
puri believes,92353
believes pakistani,10113
pakistani traditions,84431
traditions muslim,119738
muslim religion,79363
religion english,95907
english mother,35366
mother great,76905
great performance,50664
performance linda,86236
linda bassett,68140
bassett tries,9172
tries seven,120380
seven children,104234
children freedom,18643
freedom fully,45490
fully english,46018
english friends,35360
friends enjoy,45764
enjoy movie,35488
movie labeled,77843
labeled comedy,64540
comedy theaters,21077
theaters dvd,116293
dvd vhs,33376
vhs anybody,124451
anybody looking,5721
looking light,69892
light hearted,67033
hearted entertainment,53708
entertainment fitting,35985
fitting saturday,43907
saturday night,100014
night hugely,80986
hugely disappointed,56624
disappointed movie,30448
movie teach,78337
teach viewer,115006
viewer difficult,124649
difficult different,29830
different cultures,29713
cultures exist,25593
exist peacefully,37916
peacefully merge,85452
merge create,74611
create new,24587
new script,80644
script ayub,101932
ayub khan,8138
khan din,63104
din wrote,29955
wrote book,131112
book stage,12287
stage version,109495
version movie,124358
movie does,77488
does funny,31265
funny moments,46408
moments cast,76300
cast including,16089
including children,58382
children good,18647
good laughs,49434
laughs intense,65342
intense moments,59631
moments viewer,76371
viewer deal,124647
deal outbursts,26907
outbursts domestic,83644
domestic violence,31718
violence things,124992
things like,116753
like arranged,67160
arranged marriages,6444
marriages far,73015
far away,40294
away cruel,7866
cruel westerners,25372
westerners cast,128229
cast shows,16147
shows brilliance,105477
brilliance intimate,13408
intimate moments,59954
moments script,76357
script appear,101929
appear ambitious,5923
ambitious just,4781
just characters,62161
characters developing,17652
developing distinct,28784
distinct manner,30933
manner crucial,72775
crucial movie,25345
movie movie,77952
movie recommended,78116
recommended looking,95127
looking standard,69918
standard comedy,109600
comedy willing,21101
willing views,128667
views life,124796
life challenged,66677
baddie,8513
bond,12049
sophie,108143
marceau,72847
maybe,73564
luciana,71146
paluzzi,84476
thunderball,117827
answer,5542
question,92676
woman,129179
gorgeous,49807
series,103679
best,10307
pierce,87280
brosnan,13841
gets,47660
better,10581
probably,91033
pre,89974
credit,24769
sequence,103582
longest,69641
films,43208
history,54915
worth,130445
entrance,36142
fee,41044
amazing,4629
chase,18095
river,98084
thames,116063
simply,106083
stunning,112073
viewed,124626
big,10884
screen,101676
outrageously,83740
excitement,37739
kicks,63137
cracking,24285
fact,39130
saying,100557
beginning,9705
actually,2675
makes,72067
sense,103266
twists,121654
electra,34282
spectacle,108763
judi,61968
dench,28007
outing,83691
proving,91938
capable,15257
getting,47786
tight,117921
situations,106539
nice,80772
robbie,98182
coltrane,20593
caviar,16502
factory,39319
scene,100833
highlight,54519
humour,56951
check,18199
descend,28280
parody,84781
diamonds,29090
forever,44847
example,37432
says,100628
isn,60469
car,15393
sliced,106968
half,52031
funniest,46229
speaking,108635
desmond,28484
llewelyns,69233
died,29616
shortly,105190
dedicated,27363
connerys,22600
spy,109350
loved,70830
round,98875
performances,86293
involved,60188
denise,28019
richards,97540
obviously,82026
picked,87066
looks,69930
ability,1153
worthy,130523
addition,3046
6th,976
favourite,40863
007,19
beautiful baddie,9432
baddie bond,8514
bond film,12062
film sophie,42916
sophie marceau,108144
marceau maybe,72848
maybe luciana,73622
luciana paluzzi,71147
paluzzi thunderball,84477
thunderball answer,117828
answer question,5549
question woman,92700
woman gorgeous,129215
gorgeous series,49821
series best,103700
best characters,10340
characters pierce,17834
pierce brosnan,87281
brosnan gets,13843
gets better,47668
better movie,10701
movie probably,78065
probably best,91036
best pre,10470
pre credit,89978
credit sequence,24788
sequence longest,103595
longest films,69642
films history,43313
history worth,54970
worth entrance,130464
entrance fee,36143
fee amazing,41045
amazing chase,4649
chase river,18103
river thames,98091
thames simply,116065
simply stunning,106151
stunning really,112092
really viewed,94713
viewed big,124628
big screen,10987
screen sequence,101754
sequence bond,103584
bond outrageously,12084
outrageously excitement,83741
excitement kicks,37744
kicks film,63141
film cracking,42205
cracking start,24288
start fact,109883
fact far,39182
far saying,40373
saying best,100563
credit beginning,24771
beginning bond,9711
bond films,12063
films story,43410
story actually,110907
actually makes,2778
makes sense,72178
sense real,103336
real plot,94058
plot twists,88534
twists electra,121665
electra action,34283
action reason,2197
reason just,94799
just spectacle,62566
spectacle judi,108767
judi dench,61969
dench gets,28009
gets best,47667
best outing,10452
outing proving,83693
proving capable,91939
capable getting,15259
getting tight,47862
tight situations,117928
situations nice,106559
nice robbie,80827
robbie coltrane,98183
coltrane caviar,20594
caviar factory,16503
factory scene,39323
scene highlight,100912
highlight humour,54523
humour kept,56968
kept check,63015
check doesn,18204
doesn descend,31436
descend parody,28282
parody like,84786
like series,67746
series diamonds,103738
diamonds forever,29096
forever example,44858
example bond,37434
bond says,12090
says isn,100646
isn going,60516
going like,49001
like car,67218
car gets,15417
gets sliced,47758
sliced half,106969
half funniest,52053
funniest moments,46241
moments films,76315
films speaking,43404
speaking desmond,108640
desmond llewelyns,28485
llewelyns bond,69234
bond movie,12078
movie died,77468
died shortly,29629
shortly film,105193
film dedicated,42230
dedicated good,27364
good connerys,49306
connerys films,22601
films best,43230
best spy,10503
spy loved,109361
loved good,70861
good round,49561
round performances,98882
performances involved,86345
involved denise,60198
denise richards,28020
richards obviously,97543
obviously picked,82052
picked looks,87072
looks acting,69931
acting ability,1888
ability worthy,1182
worthy addition,130525
addition series,3061
series 6th,103680
6th favourite,977
favourite 007,40864
007 film,20
following,44543
worst,130394
movies,78522
world,130084
manages,72669
repent,96416
prequels,90359
sin,106181
solid,107823
plenty,88250
type,121710
doing,31609
super,113004
human,56665
multiple,79023
enemies,35240
manage,72629
hit,54973
unrealistic,123040
cares,15577
thats,116149
point,88693
boat,11873
long,69480
puzzles,92482
general,47280
hatred,53074
character,17192
dr,32232
christmas,18998
jones,61759
know,63943
crazy,24530
physicist,87015
working,129995
russians,99279
kazakhstan,62856
needs,80254
girl,48029
mean,73807
sleeping,106922
fat,40595
ugly,121870
russian,99273
packed,84262
unlike,122914
older,82753
brother,13849
lives,68974
following mind,44556
mind worst,75343
worst bond,130402
bond movies,12079
movies world,78845
world manages,130208
manages repent,72691
repent prequels,96417
prequels sin,90362
sin plot,106184
plot solid,88512
solid plenty,107841
plenty bond,88253
bond type,12093
type action,121711
action doing,2131
doing super,31661
super human,113019
human things,56726
things multiple,116769
multiple enemies,79029
enemies manage,35245
manage hit,72635
hit isn,54987
isn bond,60482
movies unrealistic,78827
unrealistic cares,123045
cares thats,15592
thats point,116171
point boat,88703
boat scene,11878
scene good,100906
good long,49450
long puzzles,69564
puzzles general,92483
general hatred,47296
hatred denise,53075
richards character,97541
character dr,17283
dr christmas,32234
christmas jones,19007
jones know,61771
know crazy,63987
crazy beautiful,24536
beautiful american,9427
american physicist,4905
physicist end,87017
end working,35037
working russians,130022
russians kazakhstan,99280
kazakhstan bond,62857
bond needs,12080
needs good,80265
good bond,49263
bond girl,12065
girl mean,48094
mean sleeping,73878
sleeping fat,106924
fat ugly,40605
ugly russian,121893
russian woman,99278
woman film,129207
film action,41991
action packed,2186
packed movie,84276
movie unlike,78425
unlike older,122931
older brother,82758
brother lives,13874
lives bond,68983
perverse,86749
kick,63107
deliberately,27742
stupid,112134
humor,56808
austin,7534
powers,89867
bright,13380
colorful,20559
photography,86963
wise,128903
slapstick,106819
poke,88866
fun,46038
ludicrous,71194
1960s,396
lifestyle,66987
particularly,84842
think,116837
glorifying,48648
hedonism,53868
period,86430
satire,99952
perverse kick,86750
kick deliberately,63113
deliberately stupid,27747
stupid humor,112175
humor austin,56817
austin powers,7536
powers movies,89884
movies extremely,78619
extremely bright,38776
bright colorful,13382
colorful photography,20563
photography wise,86985
wise dark,128908
comedy moments,21019
moments light,76331
hearted slapstick,53712
slapstick best,106821
best poke,10467
poke fun,88867
fun ludicrous,46113
ludicrous 1960s,71195
1960s lifestyle,398
lifestyle particularly,66994
particularly england,84854
england people,35331
people think,85900
think glorifying,116951
glorifying hedonism,48649
hedonism period,53869
period maybe,86454
maybe case,73580
case satire,15913
satire way,99962
shagged,104465
continuing,23060
face,38998
evil,37214
stool,110717
sample,99736
unnecessary,122976
rest,96830
hoot,55708
especially,36660
slang,106799
names,79611
spaceship,108527
wonder,129411
able,1188
come,20681
mini,75414
gags,46682
sure,113359
love,70521
jerry,61158
springer,109318
associations,6912
events,37016
powers spy,89889
spy shagged,109365
shagged really,104466
really funny,94463
funny austin,46278
austin continuing,7535
continuing face,23065
face dr,39018
dr evil,32238
evil stool,37263
stool sample,110718
sample scene,99738
scene unnecessary,100996
unnecessary rest,122981
rest movie,96856
movie hoot,77737
hoot especially,55710
especially slang,36768
slang names,106803
names spaceship,79630
spaceship things,108529
things movies,116768
movies wonder,78843
wonder able,129412
able come,1195
come especially,20717
especially mini,36728
mini gags,75415
gags movie,46693
movie sure,78316
sure love,113428
love particularly,70720
particularly jerry,84862
jerry springer,61168
springer scene,109323
scene associations,100841
associations world,6913
world events,130143
filthy,43453
disgusting,30707
michael,74954
york,131724
midnight,75072
shift,104858
11,158
selling,103172
pencils,85529
corner,23595
holding,55173
work,129773
food,44603
sign,105830
dignified,29883
trying,120978
inject,58952
talent,114552
class,19476
cesspool,16788
mike,75099
myers,79432
use,123358
considerable,22701
crap,24370
ve,124004
wayne,127563
shrek,105636
laugh,65143
brainless,13004
dirty,30352
puns,92270
matched,73331
drinks,32775
liquid,68487
sewage,104266
pretty,90590
describes,28316
sorry,108199
mess,74680
excrement,37803
make,71744
money,76419
zero,131984
stupid filthy,112167
filthy disgusting,43454
disgusting austin,30709
powers movie,89883
movie michael,77932
michael york,74991
york better,131726
better working,10804
working midnight,130015
midnight shift,75074
shift 11,104859
11 selling,169
selling pencils,103176
pencils corner,85530
corner holding,23596
holding work,55186
work food,129837
food sign,44620
sign dignified,105832
dignified trying,29884
trying inject,121023
inject talent,58954
talent class,114559
class cesspool,19481
cesspool movie,16789
movie mike,77933
mike myers,75106
myers use,79436
use considerable,123374
considerable talent,22707
talent crap,114561
crap ve,24415
ve great,124053
great wayne,50800
wayne world,127568
world shrek,130256
shrek mike,105646
mike laugh,75104
laugh gets,65165
gets gets,47695
gets brainless,47672
brainless obvious,13006
obvious dirty,81999
dirty disgusting,30358
disgusting puns,30715
puns matched,92271
matched scene,73336
scene powers,100956
powers drinks,89878
drinks liquid,32777
liquid sewage,68488
sewage pretty,104267
pretty describes,90620
describes sorry,28320
sorry mess,108231
mess did,74684
did excrement,29263
excrement make,37804
make money,71914
money gets,76449
gets star,47763
star really,109727
really zero,94731
sleepy,106937
hollow,55254
embodies,34533
tim,117961
burton,14468
known,64281
horror,56052
tales,114643
time,117971
greater,50813
development,28788
past,85120
ichabod,57273
crane,24349
haunted,53089
town,119568
beautifully,9519
rendered,96295
foggy,44463
eerie,34000
atmosphere,7016
movie sleepy,78228
sleepy hollow,106939
hollow embodies,55256
embodies tim,34536
tim burton,117962
burton unique,14476
unique known,122781
known horror,64297
horror tales,56114
tales time,114653
time new,118224
new plot,80626
twists greater,121669
greater character,50817
character development,17271
development including,28804
including dark,58386
dark past,26289
past ichabod,85150
ichabod crane,57274
crane story,24351
story story,111244
story going,111052
going haunted,48973
haunted town,53094
town beautifully,119573
beautifully rendered,9537
rendered dark,96298
dark foggy,26273
foggy eerie,44464
eerie atmosphere,34001
anthony,5583
minghella,75408
adaptation,2890
talented,114600
mr,78904
ripley,97976
possesses,89533
depth,28201
poses,89475
questions,92716
viewings,124783
indicate,58610
viewing,124740
baffled,8543
motivated,76966
aside,6662
simple,106015
selfishness,103153
kids,63221
envy,36184
tom,118926
various,123947
clues,20180
scattered,100817
throws,117794
help,53996
anthony minghella,5587
minghella adaptation,75409
adaptation talented,2914
talented mr,114621
mr ripley,78939
ripley possesses,97979
possesses depth,89535
depth poses,28227
poses questions,89477
questions viewings,92735
viewings indicate,124787
indicate viewing,58612
viewing baffled,124744
baffled motivated,8545
motivated people,76969
people aside,85575
aside simple,6676
simple selfishness,106051
selfishness rich,103154
rich kids,97517
kids class,63247
class envy,19489
envy tom,36189
tom ripley,118947
ripley time,97981
time thought,118369
thought various,117525
various clues,123953
clues scattered,20195
scattered way,100819
way minghella,127419
minghella throws,75411
throws help,117796
hour,56273
sets,104134
matt,73425
damon,26036
kill,63343
imitate,57830
kid,63145
europe,36922
fair,39441
murder,79089
friend,45641
dickie,29169
greenleaf,50918
jude,61907
law,65410
look,69660
defense,27493
unfolds,122610
shown,105420
sick,105708
killer,63436
hardly,52769
innocent,58998
caught,16389
predicament,90073
odd film,82175
film hour,42472
hour sets,56312
sets matt,104154
matt damon,73427
damon character,26039
character tom,17502
ripley eventually,97977
eventually does,37068
does kill,31287
kill imitate,63373
imitate rich,57831
rich kid,97516
kid europe,63160
europe fair,36927
fair murder,39451
murder friend,79099
friend dickie,45663
dickie greenleaf,29170
greenleaf jude,50919
jude law,61909
law look,65425
look like,69731
like self,67741
self defense,103116
defense odd,27497
odd scene,82187
scene odd,100951
odd movie,82180
movie story,78277
story unfolds,111284
unfolds ripley,122615
ripley shown,97980
shown sick,105446
sick killer,105719
killer hardly,63452
hardly innocent,52780
innocent man,59007
man caught,72464
caught self,16418
defense predicament,27498
treks,120210
trek,120201
writing,130868
continuous,23084
dramatic,32428
elements,34325
quite,92855
comedy treks,21080
treks star,120211
star trek,109738
trek films,120202
films better,43231
better plot,10723
plot better,88325
better writing,10808
writing laughs,130909
laughs continuous,65330
continuous dramatic,23085
dramatic elements,32439
elements quite,34355
quite good,92909
forgotten,44967
galaxy,46731
quest,92669
tonight,119032
television,115400
seen,102735
originally,83490
cinemas,19170
reviewers,97265
carries,15716
astonishing,6958
balancing,8610
act,1797
right,97706
notes,81519
combining,20670
loud,70443
genuinely,47561
moving,78849
scenes,101038
easily,33640
teetered,115382
schmaltz,101276
forgotten good,44972
good galaxy,49385
galaxy quest,46732
quest caught,92671
caught tonight,16421
tonight television,119043
television time,115458
time seen,118310
seen originally,102913
originally cinemas,83492
cinemas reviewers,19174
reviewers said,97278
said carries,99527
carries astonishing,15717
astonishing balancing,6959
balancing act,8611
act manages,1824
manages hit,72681
hit right,55001
right notes,97797
notes combining,81520
combining laugh,20672
laugh loud,65187
loud comedy,70450
comedy genuinely,20972
genuinely moving,47570
moving scenes,78885
scenes easily,101092
easily teetered,33676
teetered schmaltz,115383
sequel,103504
lived,68929
original,83314
toy,119636
outstanding,83790
sequel lived,103535
lived original,68947
original great,83375
great start,50744
start toy,109937
toy story,119638
story outstanding,111167
outstanding just,83803
just good,62293
good better,49260
sequels,103557
equal,36440
surpass,113565
animated,5293
feature,40970
kind,63551
didn,29437
direct,30004
video,124554
unsure,123132
hadn,51947
theatres,116341
given,48313
thoroughly,117332
enjoyed,35587
years,131408
finally,43501
watch,126499
gem,47250
include,58333
legions,66118
pixar,87456
fans,40084
watched,126814
single,106250
produced,91285
sequels equal,103565
equal surpass,36446
surpass original,113566
original animated,83325
animated feature,5300
feature toy,40982
story kind,111101
kind didn,63576
didn end,29474
end going,34917
going direct,48933
direct video,30012
video unsure,124575
unsure hadn,123136
hadn caught,51948
caught theatres,16419
theatres given,116344
given ve,48386
ve thoroughly,124124
thoroughly enjoyed,117337
enjoyed toy,35679
story ve,111292
ve taken,124122
taken years,114368
years finally,131465
finally watch,43565
watch gem,126598
gem course,47253
course include,24077
include legions,58342
legions pixar,66119
pixar fans,87462
fans watched,40160
watched single,126916
single animated,106251
feature produced,40978
1974,428
michigan,75004
group,51182
teenage,115295
boys,12903
affected,3547
suicide,112814
girls,48203
lisbon,68493
cecilia,16528
13,208
hanna,52348
hall,52106
lux,71274
14,250
kirsten,63772
dunst,33206
bonnie,12121
15,271
chelse,18396
swain,113946
mary,73149
16,292
cook,23349
therese,116452
17,312
leslie,66245
hayman,53319
mathematics,73399
teacher,115007
james,60855
wood,129636
possessive,89543
housewife,56484
mrs,78953
kathleen,62825
turner,121308
calm,14926
suburb,112540
beauties,9420
attract,7296
attention,7212
meet,74113
commits,21576
stay,110164
home,55387
returning,97080
school,101284
later,65049
handsome,52300
football,44669
player,87976
trip,120426
fontaine,44600
josh,61811
hartnett,52898
seduces,102571
spends,108910
outside,83760
locks,69365
leading,65581
commit,21570
massive,73224
1974 michigan,429
michigan lives,75006
lives group,69008
group teenage,51215
teenage boys,115299
boys affected,12905
affected suicide,3553
suicide girls,112818
girls lisbon,48250
lisbon family,68494
family cecilia,39719
cecilia 13,16529
13 hanna,223
hanna hall,52349
hall lux,52111
lux 14,71275
14 kirsten,253
kirsten dunst,63773
dunst bonnie,33207
bonnie 15,12122
15 chelse,275
chelse swain,18397
swain mary,113947
mary 16,73150
16 cook,293
cook therese,23354
therese 17,116453
17 leslie,317
leslie hayman,66246
hayman mathematics,53320
mathematics teacher,73401
teacher father,115013
father mr,40681
mr lisbon,78928
lisbon james,68495
james wood,60886
wood possessive,129639
possessive housewife,89544
housewife mother,56486
mother mrs,76921
mrs lisbon,78958
lisbon kathleen,68496
kathleen turner,62826
turner calm,121309
calm suburb,14929
suburb house,112541
house beauties,56397
beauties attract,9421
attract attention,7297
attention group,7230
group boys,51187
boys meet,12930
meet house,74127
house watch,56456
watch girls,126605
girls cecilia,48217
cecilia commits,16530
commits suicide,21577
girls stay,48281
stay home,110181
home period,55455
period returning,86461
returning school,97086
school later,101347
later handsome,65074
handsome football,52302
football player,44688
player trip,87997
trip fontaine,120432
fontaine josh,44602
josh hartnett,61817
hartnett seduces,52906
seduces lux,102572
lux spends,71277
spends night,108913
night outside,81009
outside mrs,83771
lisbon locks,68497
locks girls,69366
girls home,48243
home leading,55434
leading commit,65587
commit massive,21572
massive suicide,73233
boondock,12372
saints,99641
epitome,36428
hyped,57187
believing,10117
glance,48548
decent,27184
closer,20060
apparent,5852
flash,43953
substance,112457
duffy,33066
masks,73184
contrived,23149
silly,105913
inexplicable,58773
motives,76987
superheroes,113111
whim,128304
developed,28759
emotional,34627
impact,57933
instead,59286
plays,88098
possible,89556
cram,24340
value,123818
head,53357
boondock saints,12373
saints epitome,99644
epitome hyped,36432
hyped movie,57192
movie people,78019
people believing,85592
believing better,10118
better actually,10589
actually glance,2740
glance does,48550
does look,31300
like decent,67293
decent movie,27202
movie look,77881
look closer,69678
closer extremely,20068
extremely apparent,38774
apparent flash,5858
flash substance,43959
substance duffy,112461
duffy masks,33070
masks contrived,73185
contrived plot,23160
plot silly,88506
silly inexplicable,105923
inexplicable motives,58775
motives characters,76988
characters violence,17950
violence characters,124949
characters superheroes,17913
superheroes whim,113116
