,0
nbc,67144
dropped,28018
ball,7719
dvd,28362
amazing nbc,4261
nbc really,67149
really dropped,79441
dropped ball,28020
ball dvd,7720
pretentious,76097
nonfactual,68311
overdone,70659
riddled,82251
tired,100271
sports,92306
clichés,17273
shouldn,88946
surprise,96081
especially,31309
oliver,69642
stone,93639
fantasies,34052
purporting,77660
astonishing,6275
executive,32181
producer,76754
screenwriter,85988
director,25589
knows,54233
football,37704
errors,31249
touchdown,100967
adds,2762
points,74720
instantaneously,49839
second,86430
player,74047
crosses,21605
goal,41023
line,57531
fact,33218
unwatchable,104085
feel,34748
cheated,15916
nearly,67212
hours,47283
life,56288
lines,57639
entirely,30772
editors,28907
present,75962
unrelenting,103988
quick,77993
cuts,21998
assault,6168
audience,6583
soundtrack,91620
soft,90984
times,100096
hearing,45079
inane,48923
dialog,24582
contains,19766
unrealistically,103976
silly,89555
scenes,85289
mention,62819
stood,93672
diaz,24690
confronted,19374
frontal,38798
male,60848
nudity,68665
eyeball,33015
movie pretentious,65660
pretentious nonfactual,76103
nonfactual overdone,68312
overdone riddled,70661
riddled tired,82254
tired sports,100287
sports clichés,92309
clichés shouldn,17283
shouldn surprise,88956
surprise especially,96092
especially know,31362
know oliver,54054
oliver stone,69645
stone fantasies,93650
fantasies purporting,34056
purporting astonishing,77661
astonishing little,6278
little executive,57937
executive producer,32184
producer screenwriter,76766
screenwriter director,85990
director knows,25649
knows football,54247
football errors,37710
errors movie,31255
movie touchdown,65906
touchdown adds,100968
adds points,2771
points instantaneously,74728
instantaneously second,49840
second player,86476
player crosses,74050
crosses goal,21606
goal line,41027
line fact,57561
fact unwatchable,33337
unwatchable feel,104086
feel cheated,34762
cheated nearly,15918
nearly hours,67226
hours life,47310
life story,56481
story lines,94046
lines entirely,57660
entirely predictable,30790
predictable stone,75768
stone editors,93648
editors present,28912
present unrelenting,75983
unrelenting quick,103991
quick cuts,77997
cuts assault,21999
assault audience,6169
audience soundtrack,6672
soundtrack loud,91631
loud soft,59306
soft times,90992
times hearing,100147
hearing inane,45087
inane dialog,48925
dialog movie,24594
movie contains,65147
contains unrealistically,19779
unrealistically silly,103977
silly scenes,89577
scenes mention,85368
mention stood,62857
stood diaz,93674
diaz character,24691
character confronted,15127
confronted frontal,19375
frontal male,38800
male nudity,60871
nudity eyeball,68669
doubt,27304
favorite,34512
animated,4752
seen,86711
dozens,27418
enjoy,30251
twice,102751
year,111065
recommend,79991
kids,53328
animation,4784
editing,28881
huge,47484
fan,33856
disney,26153
movies,66025
touch,100941
iron,50771
giant,40348
level,56105
parents,71286
non,68276
alike,3957
great,42408
writing,110698
emotional,29519
sequel,87308
involved,50643
production,76814
intended,50077
leaves,55546
wide,108653
open,69777
wish,109061
hollywood,46388
instead,49849
makes,60612
doubt favorite,27318
favorite animated,34518
animated movie,4774
movie time,65894
time seen,99988
seen dozens,86767
dozens times,27422
times enjoy,100124
enjoy watching,30310
watching twice,107522
twice year,102760
year recommend,111146
recommend movie,80012
movie just,65468
just kids,52594
kids animation,53335
animation editing,4797
editing soundtrack,28899
soundtrack amazing,91621
amazing huge,4247
huge fan,47495
fan disney,33886
disney movies,26184
movies think,66234
think disney,98780
disney movie,26183
movie touch,65905
touch iron,100954
iron giant,50773
giant level,40352
level movie,56135
movie enjoyed,65250
enjoyed kids,30391
kids parents,53393
parents non,71319
non parents,68292
parents alike,71289
alike just,3959
just great,52534
great action,42414
action movie,2012
movie great,65363
great writing,42684
writing touch,110772
touch emotional,100946
emotional level,29540
level waiting,56153
waiting watching,106141
watching sequel,107499
sequel don,87322
don think,27155
think involved,98841
involved production,50667
production intended,76823
intended ending,50081
ending leaves,30000
leaves wide,55569
wide open,108657
open type,69794
type movie,102892
movie wish,65992
wish hollywood,109076
hollywood instead,46420
instead makes,49881
makes movies,60693
movies based,66042
based tv,8049
tv shows,102696
zack,111634
siler,89546
freddie,38387
prinze,76420
jr,52078
popular,75016
teen,97511
high,45754
school,85475
shocked,88681
girlfriend,40578
jodi,51729
lyn,59990
keefe,53024
broke,12152
celebrity,14508
matthew,61873
lillard,57464
decided,23122
prom,77024
paul,71840
walker,106209
wants,106538
bet,9350
biggest,9793
geek,39783
laney,54730
boggs,10652
rachael,78279
leigh,55824
cook,20101
ambitious,4324
art,5823
student,94697
decides,23168
starts,93087
talking,97058
difficult,25290
warms,106710
common,18572
slowly,90545
jealous,51403
ruined,83535
zack siler,111644
siler freddie,89547
freddie prinze,38389
prinze jr,76421
jr popular,52097
popular teen,75039
teen high,97529
high school,45802
school shocked,85546
shocked girlfriend,88685
girlfriend jodi,40588
jodi lyn,51730
lyn keefe,59991
keefe broke,53025
broke celebrity,12153
celebrity matthew,14512
matthew lillard,61877
lillard decided,57465
decided girl,23136
girl prom,40544
prom best,77025
best friend,9210
friend paul,38600
paul walker,71852
walker wants,106213
wants bet,106541
bet friend,9355
friend wants,38632
wants biggest,106542
biggest geek,9801
geek prom,39785
prom laney,77026
laney boggs,54732
boggs rachael,10653
rachael leigh,78280
leigh cook,55826
cook laney,20103
laney ambitious,54731
ambitious art,4325
art student,5857
student zack,94708
zack decides,111637
decides bet,23172
bet starts,9363
starts talking,93134
talking laney,97070
laney difficult,54733
difficult zack,25314
zack actually,111635
actually warms,2551
warms laney,106711
laney lot,54734
lot common,59118
common slowly,18588
slowly zack,90555
zack starts,111646
starts fall,93106
love best,59368
friend starts,38621
starts jealous,93114
jealous ruined,51406
ruined bet,83537
jason,51357
behr,8724
katherine,52988
heigl,45322
nick,67950
wechsler,108078
writers,110643
insulted,49956
buddha,12483
buddhism,12485
rude,83516
disrespectful,26274
insinuating,49696
remarks,80956
kinds,53697
christianity,16518
islam,50861
immediately,48586
complained,18843
did,24716
make,60375
exception,32015
jason behr,51358
behr katherine,8725
katherine heigl,52989
heigl nick,45329
nick wechsler,67978
wechsler writers,108079
writers insulted,110668
insulted buddha,49959
buddha buddhism,12484
buddhism rude,12486
rude disrespectful,83517
disrespectful comments,26276
comments insinuating,18519
insinuating remarks,49697
remarks kinds,80958
kinds comments,53699
comments christianity,18506
christianity islam,16520
islam immediately,50862
immediately complained,48589
complained did,18844
did make,24836
make exception,60432
exception buddhism,32017
magnolia,60212
exhilarating,32215
experience,32550
lover,59697
desires,24151
films,36493
vast,104825
majority,60360
produced,76729
today,100422
theaters,98279
mainstream,60305
productions,76843
completely,18901
formulaic,38048
money,64404
driven,27959
emotion,29500
power,75484
fair,33470
argument,5655
producers,76772
care,13648
making,60747
profit,76893
quickly,78012
possible,75269
big,9673
thomas,99092
anderson,4598
filmmaker,36465
magnolia exhilarating,60213
exhilarating experience,32216
experience film,32563
film lover,36012
lover wants,59705
wants desires,106546
desires films,24152
films vast,36682
vast majority,104828
majority movies,60365
movies produced,66182
produced today,76753
today audience,100425
audience got,6623
got theaters,42072
theaters mainstream,98286
mainstream productions,60312
productions completely,76844
completely formulaic,18931
formulaic money,38050
money driven,64420
driven real,27970
real emotion,79109
emotion power,29514
power fair,75490
fair argument,33473
argument film,5658
film producers,36142
producers care,76775
care today,13690
today making,100448
making profit,60809
profit getting,76895
getting audience,40250
audience quickly,6659
quickly possible,78031
possible waiting,75303
waiting big,106109
big thing,9761
thing paul,98536
paul thomas,71849
thomas anderson,99093
anderson filmmaker,4602
let,55933
saying,84938
understand,103299
japanese,51327
naruto,66979
shippuuden,88640
bleach,10248
course,20682
original,70131
versions,105138
piece,73361
shown,89051
cartoon,13935
network,67579
13,191
14,219
lame,54618
4kids,889
english,30207
version,105068
pretty,76108
horrible,46993
let start,56038
start saying,92995
saying don,84953
don understand,27164
understand japanese,103343
japanese huge,51334
fan naruto,33936
naruto shippuuden,66987
shippuuden bleach,88641
bleach course,10249
course original,20734
original japanese,70205
japanese versions,51338
versions piece,105147
piece shown,73403
shown cartoon,89054
cartoon network,13946
network 13,67581
13 14,192
14 thought,223
thought lame,99229
lame lame,54634
lame 4kids,54619
4kids english,890
english version,30229
version pretty,105117
pretty horrible,76163
totally,100883
years,111181
ago,3422
told,100502
anime,4833
watched,107210
agreed,3509
doubtful,27339
childishly,16227
drawn,27707
persuading,72986
fateful,34407
day,22577
tried,101717
continuously,19903
oh,69281
god,41047
stunt,94869
expectation,32356
epic,30845
luffy,59881
strawhat,94403
crews,21369
unique,103699
characters,15355
related,80547
daily,22105
villains,105556
characteristics,15341
stuck,94675
mind,63449
ages,3385
ways,107913
agony,3475
suffering,95383
kudos,54342
team,97349
creator,21228
eiichiro,29152
oda,69071
creating,21162
ordinary,70082
amuse,4487
know say,54089
say totally,84908
totally love,100907
love piece,59518
piece years,73411
years ago,111186
ago friend,3431
friend told,38628
told best,100506
best anime,9162
anime world,4838
world bleach,110024
bleach naruto,10251
naruto piece,66986
piece watched,73408
watched bleach,107224
naruto totally,66988
totally agreed,100886
agreed bleach,3510
naruto best,66980
best piece,9264
piece doubtful,73376
doubtful time,27341
time way,100066
way anime,107645
anime childishly,4834
childishly drawn,16228
drawn level,27717
level bleach,56113
naruto friend,66981
friend persuading,38602
persuading watch,72987
watch piece,107106
piece fateful,73382
fateful day,34408
day tried,22679
tried watch,101743
watch continuously,106982
continuously day,19904
day oh,22640
oh god,69298
god completely,41054
completely stunt,18978
stunt anime,94870
anime expectation,4835
expectation epic,32357
epic better,30850
better bleach,9414
naruto luffy,66983
luffy strawhat,59882
strawhat crews,94404
crews unique,21371
unique characters,103701
characters related,15616
related daily,80551
daily life,22108
life supporting,56487
supporting characters,95812
characters villains,15698
villains characteristics,105558
characteristics stuck,15343
stuck mind,94686
mind ages,63455
ages think,3398
think piece,98901
piece best,73365
best feel,9203
feel characters,34761
characters ways,15703
ways laughter,107934
laughter agony,55141
agony suffering,3476
suffering kudos,95391
kudos piece,54350
piece production,73400
production team,76837
team especially,97365
especially amazing,31311
amazing creator,4233
creator eiichiro,21230
eiichiro oda,29153
oda creating,69072
creating world,21177
world ordinary,110103
ordinary amuse,70083
amuse ordinary,4488
ordinary people,70090
angel,4643
buffy,12568
vampire,104700
series,87440
weekly,108165
monsters,64548
focusing,37522
mishaps,63870
central,14572
bad,7411
firm,37000
wolfram,109223
hart,44463
chronicles,16555
hero,45600
saga,84005
kind,53587
superhero,95713
super,95637
strength,94456
regular,80437
human,47552
sorts,91531
cursed,21877
help,45428
soul,91546
goes,41104
los,58966
angeles,4653
teams,97409
cordelia,20268
doyle,27405
didn,24954
long,58528
wesley,108428
gunn,43327
street,94433
hood,46737
slayer,90350
opens,69817
detective,24339
agency,3354
hopeless,46910
angel surprise,4649
surprise watch,96124
watch getting,107028
getting buffy,40265
buffy vampire,12574
vampire series,104725
series really,87653
really alike,79380
alike shows,3961
shows weekly,89243
weekly monsters,108168
monsters times,64552
times focusing,100135
focusing mishaps,37526
mishaps central,63871
central characters,14575
characters big,15384
big bad,9683
bad case,7436
case law,14007
law firm,55203
firm wolfram,37005
wolfram hart,109224
hart buffy,44464
buffy chronicles,12569
chronicles like,16556
like young,57337
young woman,111551
woman hero,109260
hero saga,45624
saga kind,84011
kind superhero,53670
superhero super,95724
super strength,95658
strength regular,94464
regular human,80441
human angel,47555
angel hero,4644
hero sorts,45628
sorts vampire,91537
vampire cursed,104703
cursed help,21880
help soul,45483
soul goes,91556
goes los,41138
los angeles,58968
angeles teams,4665
teams people,97412
people cordelia,72103
cordelia buffy,20269
buffy doyle,12570
doyle didn,27407
didn long,25030
long wesley,58605
wesley did,108429
did long,24829
long gunn,58564
gunn street,43329
street hood,94438
hood kind,46744
kind slayer,53663
slayer opens,90351
opens kind,69822
kind detective,53602
detective agency,24341
agency help,3356
help hopeless,45451
season,86239
left,55656
leaving,55570
sunnydale,95625
beloved,8977
semblance,87074
normal,68350
entire,30726
divided,26391
parts,71530
new,67627
home,46532
angel starts,4648
starts buffy,93094
vampire slayer,104726
slayer season,90352
season left,86299
left angel,55660
angel vampire,4650
vampire soul,104727
soul leaving,91558
leaving sunnydale,55583
sunnydale beloved,95626
beloved buffy,8980
buffy semblance,12572
semblance normal,87076
normal relationship,68368
relationship entire,80592
entire series,30761
series divided,87509
divided parts,26393
parts place,71556
place angel,73658
angel new,4646
new home,67700
spongebob,92265
squarepants,92480
nikelodeaen,68135
signature,89495
plot,74296
meaning,62240
talent,96939
nickelodean,67979
said,84021
1999,474
created,21115
seasons,86353
2004,557
boomed,11030
popularity,75045
nickelodeon,67983
renewed,81128
forth,38062
creative,21184
writer,110609
stepen,93394
hillenburg,46001
basically,8089
tibbit,99574
took,100684
started,93015
going,41179
rookie,83266
hired,46063
dry,28092
stupid,94882
humor,47660
set,87852
defied,23363
questioned,77952
past,71665
pitched,73577
annoying,4914
patrick,71788
oblivious,68836
sandy,84304
smart,90645
overused,70761
mr,66307
krabs,54308
cheap,15894
cheapness,15912
reused,81791
squidward,92492
sarcastic,84360
obsessed,68878
involving,50690
plankton,73837
trying,102242
steal,93301
krabby,54306
patty,71836
formula,38033
whiny,108551
baby,7303
gay,39738
came,13206
extremely,32946
tries,101750
pinches,73516
penny,72019
cries,21379
bleeding,10263
fox,38181
doing,26883
simpson,89777
continue,19855
bringing,12018
sponge,92263
pun,77538
adults,2970
dora,27256
deiago,23495
given,40689
star,92727
rating,78676
100,100
coupe,20608
ville,105572
rest,81570
limping,57513
barn,7903
mighty,63282
penguins,72004
madagascar,60078
baryard,7944
spongebob squarepants,92270
squarepants used,92482
used nikelodeaen,104318
nikelodeaen signature,68136
signature series,89499
series characters,87485
characters good,15496
good plot,41685
plot lines,74390
lines meaning,57683
meaning talent,62256
talent nickelodean,96964
nickelodean said,67982
said 1999,84023
1999 created,476
created seasons,21138
seasons movie,86371
movie movie,65571
movie 2004,64966
2004 boomed,558
boomed popularity,11031
popularity nickelodeon,75049
nickelodeon renewed,67989
renewed forth,81129
forth season,38071
season movie,86304
movie series,65768
series creator,87499
creator creative,21229
creative writer,21212
writer stepen,110636
stepen hillenburg,93395
hillenburg basically,46002
basically left,8107
left paul,55703
paul tibbit,71850
tibbit basically,99575
basically took,8123
took started,100721
started going,93033
going hill,41253
hill rookie,45986
rookie writers,83272
writers hired,110666
hired gave,46068
gave plot,39722
lines dry,57657
dry stupid,28103
stupid humor,94910
humor seasons,47702
movie set,65770
set stone,87928
stone defied,93644
defied questioned,23364
questioned past,77954
past seasons,71694
seasons characters,86357
characters just,15531
just stupid,52799
stupid spongebob,94945
spongebob high,92268
high pitched,45790
pitched annoying,73578
annoying patrick,4939
patrick just,71791
just oblivious,52660
oblivious sandy,68838
sandy smart,84306
smart overused,90668
overused mr,70763
mr krabs,66324
krabs cheap,54309
cheap cheapness,15897
cheapness reused,15913
reused episodes,81792
episodes squidward,31115
squidward sarcastic,92494
sarcastic obsessed,84361
obsessed plot,68885
lines involving,57675
involving plankton,50696
plankton trying,73839
trying steal,102320
steal krabby,93304
krabby patty,54307
patty formula,71838
formula spongebob,38046
spongebob just,92269
just whiny,52868
whiny baby,108552
baby people,7333
people thought,72336
thought gay,99199
gay came,39741
came look,13244
look isn,58690
isn funny,50962
funny plot,39231
lines extremely,57662
extremely predictable,32975
predictable plankton,75758
plankton tries,73838
tries steal,101773
formula mr,38043
krabs pinches,54310
pinches penny,73517
penny spongebob,72022
spongebob cries,92266
cries nickelodeon,21381
nickelodeon just,67986
just bleeding,52368
bleeding dry,10265
dry fox,28095
fox doing,38184
doing simpson,26930
simpson know,89778
know people,54061
people continue,72099
continue watching,19870
watching bringing,107360
bringing money,12027
money sponge,64482
sponge long,92264
long pun,58585
pun intended,77540
intended used,50091
used adults,104289
adults kids,2989
kids alike,53333
alike nick,3960
nick jr,67959
jr dora,52084
dora deiago,27257
deiago given,23496
given star,40743
star rating,92763
rating seasons,78710
movie 100,64959
100 recommend,115
recommend seasons,80015
movie especially,65259
especially season,31390
season spongebob,86329
spongebob used,92272
used coupe,104297
coupe ville,20609
ville nickelodean,105573
nickelodean know,67980
know just,54024
just like,52620
like rest,57157
rest shows,81607
shows nick,89178
nick limping,67960
limping barn,57514
barn mighty,7905
mighty penguins,63283
penguins madagascar,72005
madagascar baryard,60079
religiously,80799
absolutely,1289
vibrantly,105215
lavish,55186
colouring,17844
convincing,20076
features,34681
theme,98330
tune,102418
catchiest,14342
airing,3667
nicolodean,68007
witty,109160
intelligent,50040
endearing,29917
cynical,22027
eugene,31511
karbs,52972
hilarious,45900
voice,105858
acting,1744
squarepants started,92481
started watched,93057
watched religiously,107290
religiously absolutely,80800
absolutely loved,1335
loved thought,59662
thought best,99154
best animated,9160
animated nickelodean,4776
nickelodean loved,67981
loved fact,59619
fact funny,33264
funny creative,39130
creative original,21201
original vibrantly,70291
vibrantly animated,105216
animated lavish,4772
lavish colouring,55188
colouring convincing,17845
convincing character,20077
character features,15172
features theme,34693
theme tune,98349
tune say,102424
say probably,84860
probably catchiest,76513
catchiest theme,14343
tune shows,102425
shows airing,89092
airing nicolodean,3670
nicolodean writing,68008
writing witty,110778
witty funny,109169
funny intelligent,39174
intelligent characters,50042
characters endearing,15449
endearing spongebob,29927
spongebob cynical,92267
cynical squidward,22037
squidward eugene,92493
eugene karbs,31512
karbs hilarious,52973
hilarious patrick,45939
patrick voice,71795
voice acting,105859
regardless,80381
historical,46095
accuracy,1591
excellent film,31959
film regardless,36178
regardless historical,80384
historical accuracy,46096
accuracy watched,1599
watched today,107307
today really,100457
really enjoyed,79447
enjoyed seriously,30415
seriously recommend,87779
recommend watch,80021
sixth,90101
sense,87120
enjoys,30456
playful,74071
imagination,48427
eyes,33024
exactly,31806
paints,71067
logic,58438
worst,110267
enemy,30100
sixth sense,90107
sense enjoys,87145
enjoys playful,30459
playful imagination,74072
imagination eyes,48432
eyes exactly,33042
exactly mind,31833
mind paints,63499
paints exactly,71068
exactly world,31851
world sixth,110139
sense logic,87166
logic worst,58450
worst enemy,110286
elite,29322
group,42990
facing,33209
giants,40358
hunting,47826
men,62693
honor,46716
brilliant,11893
takes,96773
climax,17313
higher,45819
usual,104410
baffles,7627
exist,32219
possibility,75264
create,21090
songs,91298
brilliantly,11963
imagine,48455
movie goes,65354
goes elite,41120
elite group,29326
group movies,43016
movies like,66143
like facing,56899
facing giants,33213
giants good,40360
good hunting,41601
hunting men,47831
men honor,62726
honor story,46722
story brilliant,93891
brilliant takes,11959
takes climax,96787
climax higher,17318
higher usual,45828
usual baffles,104413
baffles think,7630
think exist,98794
exist possibility,32226
possibility human,75265
human mind,47585
mind create,63468
create story,21111
story kind,94032
kind like,53629
like songs,57217
songs songs,91314
songs brilliantly,91303
brilliantly written,11977
written imagine,110808
imagine human,48474
human writing,47600
simpsons,89779
futurama,39327
begin,8571
praising,75604
backgrounds,7380
audacious,6575
visual,105761
effects,28991
eye,32992
popping,75006
cleverly,17221
composed,19083
funky,39049
featuring,34697
conga,19420
sunshine,95633
memorable,62645
outstanding,70541
works,109956
touching,100978
subtle,95160
work,109750
episode,30880
ideas,48141
springing,92414
concept,19162
pacing,70915
talented,96978
cast,14073
fry,38846
bender,9030
zoidberg,111734
leela,55654
feisty,34976
headstrong,44940
overall,70579
originality,70301
lacking,54502
later,54891
say simpsons,84885
simpsons bad,89781
bad really,7529
really like,79538
like jumped,57010
shark years,88453
years futurama,111224
futurama love,39329
love animated,59353
animated series,4779
series funny,87555
funny original,39220
original witty,70298
witty seriously,109177
seriously don,87756
know begin,53942
begin praising,8591
praising thing,75610
thing animation,98442
animation amazing,4786
amazing characters,4226
characters really,15612
really drawn,79438
drawn backgrounds,27711
backgrounds audacious,7381
audacious visual,6578
visual effects,105764
effects eye,29015
eye popping,33003
popping music,75008
music brilliant,66549
brilliant cleverly,11905
cleverly composed,17223
composed funky,19085
funky songs,39051
songs featuring,91308
featuring conga,34699
conga sunshine,19421
sunshine love,95635
love theme,59559
tune definitely,102420
definitely memorable,23422
memorable writing,62665
writing outstanding,110753
outstanding comedy,70544
comedy works,18279
works brilliantly,109963
brilliantly touching,11975
touching subtle,100997
subtle parts,95169
parts work,71570
work just,109821
just episode,52462
episode ideas,30949
ideas springing,48162
springing brilliant,92415
brilliant concept,11906
concept really,19177
really original,79572
original fun,70186
fun pacing,38987
pacing great,70919
great characters,42446
characters help,15506
help truly,45494
truly talented,102090
talented voice,97002
voice cast,105863
cast really,14200
really unique,79666
unique endearing,103706
endearing especially,29921
especially fry,31344
