,0
johnny,56934
messner,69250
reg,88336
flowers,41050
asio,6185
highsmith,50417
jeff,56464
kober,59686
touching,110669
leland,61300
orser,77496
jerry,56537
lewis,61642
lost,64744
brittany,12961
snow,99754
famous,36829
legendary,61250
actors,2180
dean,25324
cain,13961
chris,17782
ludacris,65691
bridges,12615
henry,50008
winkler,119160
robin,91052
williams,118965
matthew,68065
modine,70521
alfred,3911
molina,70559
cynthia,24191
nixon,75201
john,56876
ritter,90912
truly,111865
line,63113
graphic,46556
department,26299
emotional,32301
stress,103594
goes,45204
10,31
law order,60634
order special,77181
special victims,100818
victims unit,115134
unit best,113594
best underrated,9920
underrated shows,113134
shows tv,97920
tv stars,112508
stars christopher,101823
christopher meloni,17876
meloni elliot,68754
elliot stabler,32119
stabler tough,101493
tough nails,110700
nails detective,73770
detective makes,26950
makes hatred,66563
hatred pedophiles,49018
pedophiles child,79260
child molesters,17385
molesters known,70558
known times,59637
times vicious,109914
vicious criminal,115117
criminal intent,23361
intent robert,55157
robert goren,91030
goren vincent,46100
vincent onofrio,115531
onofrio lacks,76862
lacks pleased,59938
pleased nominated,81856
nominated emmy,75307
emmy mariska,32264
mariska hargitay,67400
hargitay won,48760
won emmy,119658
emmy performance,32266
performance olivia,80012
olivia benson,76773
benson fantastic,9650
fantastic detective,37122
detective benson,26940
benson edge,9649
edge ci,31539
ci alex,17945
alex eames,3870
eames kathrine,31195
kathrine erbe,58167
erbe revered,33953
revered ability,90107
ability communicate,1079
communicate troubled,20293
troubled witnesses,111728
witnesses gouge,119425
gouge confessions,46342
confessions suspects,21021
suspects life,105742
life danger,61818
danger twice,24428
twice season,112546
season continues,94960
continues strong,21651
strong sarcastic,103734
sarcastic detective,92755
detective jon,26948
jon munch,57091
munch played,73303
played excellent,81577
excellent comedian,34816
comedian richard,19668
richard belzer,90429
belzer munch,9569
munch annoying,73302
annoying times,5099
times ability,109783
ability relate,1091
relate witnesses,88525
witnesses excellent,119423
excellent plays,34856
plays good,81770
good cop,45665
cop bad,22025
bad cop,7780
cop role,22045
role final,91260
final detective,40203
detective finn,26946
finn tutuola,40488
tutuola played,112450
played rapper,81625
rapper ice,86449
ice ice,52891
ice plays,52894
plays character,81755
character reasonably,16392
reasonably think,87669
think like,108458
like meaner,62554
meaner good,68420
good episodes,45700
episodes entitled,33849
entitled rage,33689
rage rooftop,86217
rooftop led,91625
led don,61074
don cragen,29836
cragen played,22764
played dann,81564
dann florek,24473
florek cragen,41034
cragen good,22763
good captain,45632
captain florek,14501
florek reprises,41035
reprises role,89489
role held,91270
held law,49759
order years,77189
years adam,121549
adam beach,2613
beach recently,8723
recently joined,87849
joined bringing,56960
bringing new,12845
new table,74741
table youth,106113
youth surfer,121991
surfer dude,105440
dude approach,30797
approach detective,5649
detective work,26956
work ada,120048
ada casey,2610
casey novak,15108
novak played,75617
played diane,81571
diane neal,27277
neal better,74100
better gets,10065
gets job,44252
job better,56684
better late,10092
late contrast,60234
contrast predecessor,21701
predecessor really,83469
really helpful,87391
helpful predecessor,49961
predecessor alexandra,83466
alexandra cabot,3902
cabot stephanie,13908
stephanie march,102316
march great,67332
great team,46939
team aided,106795
aided fbi,3648
fbi psychiatrist,37731
psychiatrist george,85154
george huang,44126
huang bd,52226
bd wong,8706
wong aids,119887
aids finding,3655
finding true,40340
true horrors,111807
horrors person,51839
person witness,80317
witness suspect,119411
suspect best,105721
best performance,9855
performance episode,79968
episode called,33803
called coerced,14036
coerced members,19166
members unit,68806
unit investigate,113596
investigate sexually,55615
sexually based,96895
based crimes,8364
crimes rape,23354
rape rape,86424
rape homicide,86422
homicide child,51294
child based,17366
crimes school,23355
school shootings,94190
shootings child,97505
child abuse,17360
abuse child,1337
child molestation,17383
molestation extraordinary,70552
extraordinary guest,35879
guest stars,47566
stars evil,101829
evil johnny,34552
johnny messner,56945
messner reg,69251
reg flowers,88337
flowers asio,41052
asio highsmith,6186
highsmith jeff,50418
jeff kober,56468
kober touching,59687
touching leland,110674
leland orser,61301
orser jerry,77497
jerry lewis,56540
lewis lost,61657
lost brittany,64750
brittany snow,12963
snow famous,99755
famous legendary,36841
legendary actors,61251
actors jerry,2254
lewis dean,61648
dean cain,25326
cain chris,13962
chris ludacris,17790
ludacris bridges,65692
bridges henry,12617
henry winkler,50012
winkler robin,119165
robin williams,91056
williams matthew,118973
matthew modine,68075
modine alfred,70522
alfred molina,3915
molina cynthia,70560
cynthia nixon,24192
nixon john,75202
john ritter,56912
ritter truly,90913
truly great,111903
great shows,46906
shows line,97886
line work,63195
work graphic,120108
graphic department,46558
department shows,26304
shows emotional,97870
emotional stress,32332
stress detective,103597
detective goes,26947
goes 10,45205
10 10,35
originality,77426
thing,107997
admire,2907
cinema,17989
reason,87588
rate,86522
malkovich,66834
highly,50387
charlie,16901
kaufman,58179
taken,106161
amazingly,4340
weird,118284
premise,83620
twisted,112593
round,91809
suitably,104766
offbeat,76226
story,102814
create,22977
movie,71382
bizarre,10683
compelling,20451
definitely,25840
major,66208
highlight,50369
american,4450
1990,462
scripted,94830
acclaimed,1485
film,38745
2004,589
eternal,34246
sunshine,104943
spotless,101361
mind,69690
want,116344
need,74223
look,64344
feature,37792
quite,85934
thought,108758
remains,88903
mystery,73691
certainly,15774
glad,44910
did,27345
revolves,90277
portal,82770
leads,60804
directly,28311
head,49268
actor,2090
discovering,28817
puppeteer,85416
craig,22765
schwartz,94241
shares,97110
colleague,19293
crush,23786
beautiful,8796
maxine,68160
lund,65760
things,108153
start,101869
complicated,20711
wife,118804
lottie,65019
involved,55701
turns,112371
originality thing,77435
thing admire,108001
admire cinema,2908
cinema reason,18043
reason rate,87640
rate john,86532
john malkovich,56904
malkovich highly,66838
highly charlie,50391
charlie kaufman,16913
kaufman taken,58189
taken amazingly,106166
amazingly weird,4357
weird premise,118305
premise twisted,83646
twisted round,112600
round suitably,91820
suitably offbeat,104767
offbeat story,76229
story create,102906
create movie,22995
movie bizarre,71502
bizarre compelling,10687
compelling definitely,20456
definitely major,25892
major highlight,66225
highlight american,50370
american cinema,4462
cinema 1990,17990
1990 charlie,463
kaufman scripted,58188
scripted acclaimed,94831
acclaimed film,1491
film 2004,38756
2004 eternal,596
eternal sunshine,34247
sunshine spotless,104947
spotless mind,101362
mind want,69789
want best,116356
best work,9933
work need,120150
need look,74263
look feature,64385
feature quite,37810
quite thought,86056
thought premise,108867
premise remains,83639
remains mystery,88910
mystery certainly,73692
certainly glad,15792
glad kaufman,44920
kaufman did,58183
did story,27536
story revolves,103164
revolves portal,90281
portal leads,82771
leads directly,60813
directly head,28313
head actor,49270
actor john,2132
malkovich discovering,66836
discovering portal,28823
portal puppeteer,82772
puppeteer craig,85417
craig schwartz,22774
schwartz shares,94242
shares colleague,97111
colleague crush,19294
crush beautiful,23787
beautiful maxine,8854
maxine lund,68161
lund things,65761
things start,108266
start complicated,101882
complicated craig,20713
craig wife,22776
wife lottie,118847
lottie involved,65020
involved turns,55736
turns craig,112381
craig crush,22769
crush maxine,23792
ve,114714
seen,95412
unbearable,112899
turn,112257
film ve,39805
ve seen,114786
seen unbearable,95667
unbearable ve,112905
ve turn,114802
usually,114362
impressed,53756
romantic,91502
comedies,19696
strangely,103469
nice,74837
littered,63484
characters,16503
especially,34046
spike,101064
rhys,90366
ifans,53131
hilarious,50431
usually impressed,114395
impressed romantic,53772
romantic comedies,91508
comedies strangely,19726
strangely compelling,103470
compelling really,20466
really nice,87449
nice movie,74880
movie littered,72118
littered great,63485
great characters,46674
characters especially,16606
especially spike,34145
spike played,101066
played rhys,81626
rhys ifans,90368
ifans hilarious,53132
jim,56633
carrey,14879
delivers,26105
greatest,46988
acting,1741
achievements,1632
nineties,75165
stunning,104014
biopic,10485
andy,4760
man,66855
moon,70962
according,1523
rem,88872
european,34297
citizen,18178
complete,20544
performances,80060
saturday,92855
night,75002
live,63675
seeing,95253
dutch,31033
knowing,59547
heard,49412
make,66272
image,53271
brilliance,12674
thanks,107655
milos,69664
forman,41744
proves,85030
just,57478
funny,42978
guy,47697
proved,85012
fact,36208
jim carrey,56636
carrey delivers,14882
delivers greatest,26113
greatest acting,46990
acting achievements,1744
achievements nineties,1633
nineties stunning,75166
stunning biopic,104017
biopic legendary,10488
legendary comedian,61255
comedian andy,19664
andy kaufman,4766
kaufman man,58186
man moon,66986
moon according,70963
according rem,1530
rem european,88873
european citizen,34301
citizen andy,18179
kaufman complete,58181
complete mystery,20566
mystery ve,73725
seen performances,95594
performances saturday,80123
saturday night,92861
night live,75049
live seen,63722
seen live,95557
live shows,63724
shows seeing,97907
seeing movie,95326
movie times,72609
times dutch,109824
dutch knowing,31035
knowing citizen,59549
citizen heard,18181
heard kaufman,49447
kaufman make,58185
make image,66370
image man,53278
man brilliance,66874
brilliance thanks,12684
thanks milos,107671
milos forman,69665
forman stunning,41745
stunning jim,104033
carrey really,14893
really andy,87263
kaufman according,58180
according movie,1528
movie jim,72051
carrey proves,14892
proves just,85039
just funny,57648
funny guy,43049
guy seeing,47796
seeing eternal,95287
mind 2004,69691
2004 carrey,592
really proved,87474
proved fact,85015
fact character,36229
character actor,16199
plot,81937
villain,115457
medical,68569
condition,20971
allows,4097
perform,79918
superhuman,105062
powers,83281
does,29343
feel,37877
pain,78204
little,63487
implausible,53617
locations,64075
setting,96668
fast,37457
paced,78044
action,1907
sexual,96867
tension,107306
banter,8182
mean,68338
hallmarks,48112
classic,18380
bond,11396
commercialised,20215
die,27721
day,24902
excellent plot,34857
plot villain,82149
villain medical,115472
medical condition,68571
condition allows,20972
allows perform,4106
perform superhuman,79922
superhuman powers,105065
powers does,83286
does feel,29410
feel pain,37951
pain little,78211
little implausible,63566
implausible fantastic,53620
fantastic locations,37142
locations setting,64083
setting fast,96680
fast paced,37477
paced action,78045
action sexual,2028
sexual tension,96885
tension banter,107308
banter mean,8185
mean film,68359
film hallmarks,39177
hallmarks classic,48113
classic bond,18388
bond commercialised,11399
commercialised die,20216
die day,27728
believe,9368
general,43835
consensus,21239
austin,7026
bunch,13501
happen,48357
disagree,28563
probably,84305
tell,107109
summary,104813
second,95063
actually,2443
improves,53857
adding,2789
generally,43862
cutting,24157
loose,64624
humor,52466
making,66656
expect,35233
people,79343
agree,3586
hear,49389
believe general,9407
general consensus,43841
consensus austin,21240
austin powers,7032
powers movie,83297
movie best,71497
best bunch,9750
bunch happen,13514
happen disagree,48367
disagree probably,28569
probably tell,84390
tell line,107147
line summary,63187
summary feel,104815
feel second,37963
second film,95083
film actually,38773
actually improves,2507
improves film,53858
film adding,38780
adding new,2795
new characters,74608
characters generally,16632
generally cutting,43863
cutting loose,24163
loose humor,64628
humor making,52549
making bizarre,66663
bizarre funny,10691
funny film,43040
film don,39014
don expect,29847
expect people,35275
people agree,79356
agree hear,3591
hear think,49410
think second,108530
film better,38847
devoid,27115
value,114552
lot,64792
disgusting,28918
vile,115412
scenes,93865
deplorable,26374
attempt,6626
sickening,98078
profited,84699
movie devoid,71696
devoid value,27122
value just,114560
just lot,57743
lot disgusting,64831
disgusting vile,28926
vile scenes,115417
scenes deplorable,93904
deplorable attempt,26375
attempt funny,6642
funny humor,43061
humor sickening,52576
sickening people,98084
people profited,79574
profited better,84700
better movie,10115
commercial,20203
makes good,66560
good commercial,45656
commercial film,20207
sleepy,99204
hollow,51015
horror,51744
movies,72775
long,64184
time,109359
brought,13134
camera,14218
blowing,11098
cinematography,18102
tim,109351
burton,13620
brilliant,12686
directing,28222
securing,95221
spot,101343
directors,28509
present,83719
hollywood,51024
veteran,115080
francis,42032
ford,41525
coppola,22064
comes,19873
retirement,89928
executive,35124
producer,84546
big,10263
budgeted,13341
visual,115776
effects,31702
dolby,29746
surround,105634
sound,100461
regular,88408
goer,45187
mysterious,73669
village,115421
background,7678
music,73474
soothing,100296
sets,96641
tone,110288
sleepy hollow,99205
hollow best,51017
best horror,9814
horror movies,51798
movies ve,73084
seen long,95559
long time,64287
time story,109692
story brought,102871
brought life,13149
life excellent,61841
excellent camera,34808
camera work,14251
work mind,120145
mind blowing,69699
blowing cinematography,11101
cinematography tim,18136
tim burton,109355
burton does,13631
does brilliant,29362
brilliant work,12753
work directing,120075
directing movie,28242
movie securing,72440
securing spot,95222
spot best,101345
best directors,9781
directors present,28523
present day,83726
day hollywood,24954
hollywood veteran,51136
veteran francis,115083
francis ford,42033
ford coppola,41527
coppola comes,22065
comes retirement,19933
retirement executive,89930
executive producer,35126
producer big,84547
big budgeted,10274
budgeted movie,13342
movie visual,72699
visual effects,115781
effects stunning,31789
stunning dolby,104026
dolby surround,29747
surround sound,105635
sound makes,100478
makes regular,66606
regular cinema,88411
cinema goer,18012
goer feel,45189
feel like,37935
like mysterious,62583
mysterious village,73686
village sleepy,115448
hollow background,51016
background music,7695
music soothing,73566
soothing sets,100297
sets tone,96665
tone movie,110296
awesome,7462
star,101712
studded,103846
cast,15141
including,53973
depp,26381
faint,36452
hearted,49587
mixes,70346
gothic,46315
gory,46133
plain,81281
heads,49353
rolling,91426
romance,91450
hilarity,50509
way,117657
filled,38705
hottest,51955
hot,51898
ichabod,52898
crane,22784
intelligent,55043
slightly,99249
wimpy,119046
faints,36459
crap,22795
sake,92519
faults,37619
laugh,60358
stupid,104075
mistakes,70280
worth,120720
scared,93509
axes,7597
forever,41586
send,95871
cold,19221
exciting,35000
chill,17537
spine,101085
film excellent,39061
excellent truly,34882
truly awesome,111870
awesome star,7493
star studded,101756
studded cast,103847
cast including,15196
including johnny,53989
johnny depp,56938
depp faint,26393
faint hearted,36454
hearted film,49591
film mixes,39375
mixes gothic,70348
gothic gory,46316
gory plain,46140
plain heads,81297
heads rolling,49364
rolling romance,91436
romance hilarity,91469
hilarity way,50510
way filled,117750
filled hottest,38725
hottest hot,51958
hot johnny,51917
depp plays,26409
plays ichabod,81773
ichabod crane,52899
crane intelligent,22785
intelligent slightly,55074
slightly wimpy,99287
wimpy detective,119047
detective faints,26944
faints times,36460
times crap,109807
crap sake,22821
sake feel,92526
feel movie,37944
movie lacks,72080
lacks faults,59932
faults good,37621
good laugh,45777
laugh stupid,60411
stupid mistakes,104118
mistakes people,70283
people make,79540
make film,66349
film really,39523
really worth,87567
worth seeing,120765
seeing make,95323
make scared,66439
scared axes,93510
axes forever,7598
forever send,41597
send cold,95872
cold exciting,19228
exciting chill,35010
chill spine,17541
spine make,101087
make want,66483
huge,52240
fan,36858
rene,89219
clement,18611
purple,85477
noon,75391
came,14120
minghella,69848
version,114963
patricia,79034
suspicion,105808
irrational,55810
predisposition,83543
dismiss,28972
wrong,121206
talented,106407
mr,73148
perpetrated,80222
magic,66006
trick,111475
stands,101695
entertaining,33484
creepy,23239
thoughtful,108928
piece,80915
jude,57283
throw,109145
suppose,105177
attracted,6806
selfish,95787
dickie,27334
greenleaf,47105
scrumptious,94865
alluring,4124
seductive,95241
scene,93645
stealer,102241
proportions,84910
original,77251
maurice,68119
ronnet,91609
oily,76441
perfect,79762
lamb,60006
slaughter,99117
mourn,71311
death,25346
murderous,73399
ripley,90827
alain,3789
delon,26130
away,7326
screen,94487
looking,64503
prepared,83669
forgive,41658
believed,9480
gwyneth,47902
paltrow,78321
qualm,85666
totally,110564
marie,67377
laforet,59977
tenuous,107347
unclear,112973
excuse,35077
gives,44797
multi,73256
dimensional,28078
torment,110463
step,102293
presumably,83832
merit,69117
superb,104970
screenplay,94656
joys,57251
cate,15408
blanchett,10838
philip,80592
seymour,96926
hoffman,50858
minus,69918
matt,67968
damon,24344
couldn,22328
forget,41601
written,121132
notch,75492
breathtaking,12507
anthony,5167
interested,55209
inner,54564
workings,120303
pyrotechnics,85592
semi,95857
confession,21013
basement,8439
secret,95160
truths,112043
tells,107213
fear,37732
amoral,4577
hilt,50545
murder,73335
terrifying,107513
takes,106208
getting,44309
rid,90473
freddy,42171
body,11284
managed,67103
bring,12777
dead,25154
stairs,101560
spends,100967
deal,25241
enormously,33374
suspenseful,105789
mentioned,69044
care,14639
maybe,68162
got,46160
caught,15461
wasn,116902
important,53656
liked,62880
biggest,10378
lesson,61405
fanatic,36990
point,82287
view,115215
kill,58689
half,48039
unless,113673
leave,60955
hands,48257
janet,56305
leigh,61292
perkins,80202
remember,89010
huge fan,52255
fan rene,36953
rene clement,89220
clement purple,18612
purple noon,85479
noon came,75392
came minghella,14157
minghella version,69854
version patricia,115012
patricia highsmith,79037
highsmith story,50420
story suspicion,103219
suspicion irrational,105810
irrational predisposition,55812
predisposition dismiss,83544
dismiss wrong,28976
wrong talented,121285
talented mr,106423
mr minghella,73176
minghella perpetrated,69851
perpetrated magic,80223
magic trick,66024
trick film,111479
film stands,39664
stands entertaining,101696
entertaining creepy,33495
creepy thoughtful,23256
thoughtful beautiful,108930
beautiful look,8850
look piece,64430
piece film,80943
film making,39333
making jude,66714
jude law,57284
law throw,60638
throw suppose,109162
suppose feel,105185
feel attracted,37880
attracted selfish,6811
selfish dickie,95790
dickie greenleaf,27335
greenleaf scrumptious,47107
scrumptious performance,94866
performance alluring,79930
alluring seductive,4126
seductive scene,95242
scene stealer,93806
stealer major,102243
major proportions,66239
proportions original,84913
original maurice,77350
maurice ronnet,68121
ronnet oily,91610
oily dickie,76443
greenleaf perfect,47106
perfect lamb,79810
lamb slaughter,60007
slaughter don,99121
don mourn,29896
mourn death,71312
death want,25407
want murderous,116430
murderous ripley,73402
ripley played,90834
played alain,81539
alain delon,3790
delon away,26131
away jude,7381
law screen,60637
screen looking,94539
looking prepared,64551
prepared forgive,83673
forgive did,41662
did believed,27362
believed gwyneth,9487
gwyneth paltrow,47904
paltrow qualm,78324
qualm totally,85667
totally original,110599
original marie,77346
marie laforet,67378
laforet played,59978
played tenuous,81641
tenuous unclear,107349
unclear little,112975
little excuse,63541
excuse gwyneth,35086
paltrow gives,78322
gives multi,44834
multi dimensional,73258
dimensional character,28080
character torment,16452
torment step,110464
step way,102312
way presumably,117855
presumably merit,83835
merit great,69121
great minghella,46823
minghella superb,69853
superb screenplay,105005
screenplay joys,94667
joys cate,57252
cate blanchett,15409
blanchett philip,10843
philip seymour,80597
seymour hoffman,96928
hoffman minus,50871
minus matt,69921
matt damon,67972
damon couldn,24349
couldn make,22352
make forget,66353
forget alain,41605
delon ripley,26135
ripley better,90829
better written,10203
written character,121144
character delon,16253
delon performance,26134
performance notch,80011
notch delon,75495
delon breathtaking,26132
breathtaking screen,12522
screen think,94579
think anthony,108304
anthony minghella,5172
minghella interested,69849
interested inner,55224
inner workings,54570
workings ripley,120304
ripley mind,90833
mind pyrotechnics,69760
pyrotechnics implausible,85593
implausible plot,53622
plot good,82019
good semi,45900
semi confession,95859
confession matt,21015
damon basement,24345
basement secret,8445
secret truths,95179
truths tells,112045
tells pain,107222
pain fear,78207
fear delon,37739
ripley amoral,90828
amoral hilt,4579
hilt murder,50546
murder dickie,73343
dickie original,27336
original terrifying,77402
terrifying takes,107519
takes forever,106239
forever getting,41592
getting rid,44361
rid freddy,90475
freddy body,42172
body minghella,11302
minghella ripley,69852
ripley managed,90831
managed bring,67105
bring dead,12787
dead body,25165
body stairs,11311
stairs clement,101561
clement spends,18613
spends great,100968
great deal,46706
deal time,25270
time making,109582
making enormously,66683
enormously suspenseful,33376
suspenseful mentioned,105799
mentioned did,69046
did care,27373
care delon,14656
delon maybe,26133
maybe minghella,68208
minghella new,69850
new damon,74618
damon got,24351
got caught,46183
caught wasn,15492
wasn important,116949
important liked,53680
liked film,62906
film biggest,38850
biggest lesson,10395
lesson film,61412
film fanatic,39089
fanatic point,36992
point view,82370
view don,115222
don kill,29876
kill jude,58714
law half,60624
half way,48086
way film,117751
film unless,39790
unless leave,113680
leave hands,60976
hands make,48272
forget janet,41617
janet leigh,56306
leigh anthony,61293
anthony perkins,5173
perkins remember,80204
fascinated,37411
tom,110236
watched,117307
felt,38170
sympathetic,106046
hand,48182
gave,43663
creeps,23234
ways,117974
wants,116598
rich,90390
approval,5682
opportunist,77063
latches,60225
leech,61115
rejection,88491
doesn,29531
plan,81314
assumes,6452
identity,53053
extent,35830
identify,53044
scary,93575
inside,54661
dark,24556
corners,22120
fascinated tom,37415
tom ripley,110254
ripley character,90830
character watched,16468
watched movie,117361
movie felt,71837
felt sympathetic,38222
sympathetic hand,106051
hand gave,48195
gave creeps,43677
creeps sympathetic,23238
sympathetic ways,106054
ways like,117995
like wants,62844
wants rich,116635
rich wants,90425
wants approval,116601
approval just,5684
just opportunist,57784
opportunist creepy,77064
creepy latches,23247
latches like,60226
like leech,62514
leech rejection,61116
rejection doesn,88492
doesn plan,29596
plan assumes,81318
assumes identity,6455
identity extent,53058
extent actually,35831
actually identify,2505
identify character,53046
character scary,16407
scary look,93599
look inside,64404
inside dark,54664
dark corners,24568
hard,48598
imagine,53366
improved,53845
hard imagine,48639
imagine movie,53389
movie improved,72014
having,49080
husband,52741
trek,111385
nut,75842
helped,49928
sympathize,106057
dozen,30201
conventions,21797
glory,45063
campy,14328
old,76552
sci,94250
fi,38377
say,93111
manages,67142
target,106606
perfectly,79873
strange,103428
quirk,85914
idiosyncrasy,53081
surrounds,105659
boy,12089
groups,47376
having husband,49125
husband huge,52757
huge star,52277
star trek,101758
trek nut,111398
nut helped,75845
helped sympathize,49953
sympathize hilarious,106060
hilarious film,50456
film having,39185
having half,49121
half dozen,48057
dozen conventions,30203
conventions glory,21799
glory campy,45064
campy old,14334
old sci,76666
sci fi,94251
fi say,38392
say movie,93262
movie manages,72151
manages target,67160
target perfectly,106610
perfectly strange,79910
strange quirk,103454
quirk idiosyncrasy,85915
idiosyncrasy surrounds,53082
surrounds fan,105660
fan boy,36875
boy groups,12113
spoilers,101221
worldwide,120581
phenomenon,80568
millions,69652
globe,45028
series,96303
gigantic,44498
following,41280
obsessive,75999
fans,37014
going,45288
costume,22272
universe,113620
opportunity,77073
ridicule,90539
1999,499
finally,40243
given,44746
justice,57993
spoofing,101304
obsession,75992
paying,79171
tribute,111464
galaxy,43345
quest,85742
rated,86541
amazing,4242
comedy,19731
magnificent,66060
spoilers star,101240
trek worldwide,111407
worldwide phenomenon,120583
phenomenon watched,80575
watched millions,117360
millions globe,69656
globe series,45034
series gigantic,96355
gigantic following,44499
following obsessive,41293
obsessive fans,76001
fans going,37047
going regular,45412
regular conventions,88412
conventions fans,21798
fans costume,37034
costume trek,22280
trek universe,111406
universe long,113629
long opportunity,64256
opportunity ridicule,77083
ridicule 1999,90540
1999 finally,500
finally given,40270
given film,44760
film does,39010
does justice,29439
justice spoofing,58017
spoofing obsession,101305
obsession paying,75995
paying tribute,79182
tribute galaxy,111465
galaxy quest,43347
quest hilarious,85751
hilarious rated,50481
rated movie,86552
movie amazing,71435
amazing comedy,4259
comedy cast,19743
cast magnificent,15215
magnificent scenes,66074
ago,3521
read,86746
humorous,52597
short,97537
book,11449
collection,19304
stories,102743
authors,7085
whimsical,118618
real,86908
shatner,97159
nimoy,75158
zapped,122069
forced,41478
enact,32479
roles,91352
captures,14556
whimsy,118623
result,89850
begins,9177
mundanely,73316
purpose,85480
standard,101650
science,94254
fiction,38425
convention,21785
careers,14727
nosedived,75473
starring,101798
canceled,14356
relegated,88758
cheesy,17189
appearances,5516
signing,98197
autographs,7098
hiding,50269
disgust,28907
reduced,88157
allen,4029
starts,102030
cheery,17176
water,117569
thrown,109173
face,36100
surprisingly,105597
effective,31676
moment,70580
playing,81682
used,114161
capt,14497
kirk,59113
type,112647
commander,20072
weaver,118122
communications,20301
officer,76338
uhura,112791
repeated,89330
computer,20798
statements,102118
rickman,90467
alien,3930
doctor,29286
shalhoub,97005
scotty,94416
tech,106886
decks,25676
mitchell,70309
pilot,81029
sulu,104793
rockwell,91166
ends,32867
ride,90500
appeared,5520
expendable,35447
crewman,23296
time ago,109374
ago read,3562
read entertaining,86777
entertaining humorous,33512
humorous short,52609
short story,97578
story book,102859
book collection,11480
collection star,19313
trek stories,111403
stories fan,102759
fan authors,36867
authors whimsical,7090
whimsical piece,118620
piece real,80959
real trek,87046
trek actors,111387
actors shatner,2310
shatner nimoy,97162
nimoy zapped,75159
zapped trek,122070
universe real,113630
real forced,86964
forced enact,41486
enact tv,32480
tv roles,112503
roles real,91384
real setting,87027
setting movie,96687
movie captures,71545
captures whimsy,14567
whimsy entertaining,118624
entertaining result,33534
result begins,89851
begins mundanely,9205
mundanely purpose,73317
purpose standard,85494
standard science,101659
science fiction,94259
fiction convention,38432
convention actors,21786
actors careers,2198
careers nosedived,14730
nosedived starring,75474
starring canceled,101801
canceled sci,14359
fi tv,38398
tv relegated,112500
relegated cheesy,88760
cheesy appearances,17191
appearances signing,5519
signing autographs,98198
autographs hiding,7099
hiding disgust,50273
disgust ve,28912
ve reduced,114777
reduced tim,88161
tim allen,109352
allen starts,4041
starts cheery,102038
cheery ice,17177
ice water,52896
water thrown,117592
thrown face,109180
face surprisingly,36163
surprisingly effective,105602
effective moment,31690
moment actors,70582
actors playing,2289
playing actors,81685
actors roles,2305
roles tim,91392
allen used,4042
used capt,114172
capt kirk,14498
kirk type,59117
type commander,112658
commander tv,20079
tv weaver,112520
weaver played,118127
played communications,81560
communications officer,20303
officer like,76344
like uhura,62827
uhura repeated,112792
repeated computer,89331
computer statements,20815
statements rickman,102121
rickman alien,90468
alien doctor,3934
doctor shalhoub,29296
shalhoub scotty,97006
scotty like,94418
like tech,62790
tech man,106889
man decks,66900
decks mitchell,25677
mitchell pilot,70310
pilot like,81035
like sulu,62777
sulu rockwell,104794
rockwell ends,91167
ends ride,32894
ride appeared,90502
appeared episode,5523
episode expendable,33811
expendable crewman,35448
brilliantly,12754
filmed,39869
enjoy,33092
watching,117411
sense,95910
love,65083
quest best,85746
best science,9880
fiction comedy,38431
comedy seen,19843
seen science,95631
fiction fan,38434
fan comedy,36884
comedy fan,19770
fan brilliantly,36878
brilliantly written,12772
