,0
good,38208
satirical,77363
comedy,16362
teenage,89140
homosexuality,42885
adult,2583
homophobia,42877
mixed,58677
heart,41456
warming,97367
moments,58919
serves,80459
function,36022
somewhat,83389
superficial,87478
entertainment,28281
lot,54125
carefully,12347
incredibly,45276
honest,42892
revealing,75126
touchingly,92297
sensitive,79931
film,32851
identity,44388
crisis,19554
search,78976
interacting,46124
social,83180
influences,45526
tells,89395
psychology,71068
book,9586
tell,89305
adolescence,2516
words,100088
natasha,61459
lyonne,54902
17,240
year,101406
old,63622
megan,57228
heroine,41972
story,85775
demonstrates,21747
amazing,3637
qualities,71457
acting,1516
role,76104
demanding,21695
actor,1784
actress,1987
face,30530
changing,13484
adolescent,2518
personality,66767
discovering,23901
inner,45646
suppressed,87684
unconscious,94281
self,79705
months,59169
remaining,74274
compare,16956
different,23103
faces,30600
phases,66928
think,90275
camp,11949
looks,53917
bathroom,7306
mirror,58406
later,50320
washing,97462
teeth,89226
mean,56915
distracted,24243
hilariously,42272
funny,36078
bits,8967
jokes,47659
consider,17729
poor,68666
cathy,12953
moriarty,59314
fact,30624
quality,71467
drama,25400
superbly,87473
intimate,46368
conversations,18174
leading,50716
actors,1858
clea,15390
duvall,26102
minute,58266
life,51512
movie,59551
star,84747
celebrities,13071
career,12311
received,73388
oscar,64446
best,8153
offered,63378
roles,76192
films,33673
american,3782
pie,67158
talent,88637
wasted,97575
performance,66421
extraordinary,30324
achievement,1412
touching,92280
experience,29999
resonate,74824
highly,42172
recommend,73523
times,91527
bored,9843
attentive,5800
viewers probably,96212
probably feel,70224
feel good,32138
good satirical,38427
satirical comedy,77364
comedy teenage,16511
teenage homosexuality,89154
homosexuality adult,42886
adult homophobia,2591
homophobia mixed,42878
mixed heart,58686
heart warming,41510
warming moments,97372
moments serves,58979
serves function,80462
function somewhat,36024
somewhat superficial,83411
superficial entertainment,87482
entertainment lot,28293
lot watch,54244
watch carefully,97643
carefully incredibly,12352
incredibly honest,45294
honest revealing,42909
revealing touchingly,75129
touchingly sensitive,92298
sensitive film,79934
film teenage,33513
teenage identity,89155
identity crisis,44389
crisis identity,19557
identity search,44393
search interacting,78978
interacting social,46126
social influences,83187
influences tells,45527
tells psychology,89409
psychology book,71069
book tell,9711
tell adolescence,89308
adolescence words,2517
words natasha,100109
natasha lyonne,61461
lyonne 17,54903
17 year,256
year old,101454
old megan,63694
megan heroine,57230
heroine story,41978
story demonstrates,85863
demonstrates amazing,21748
amazing qualities,3689
qualities acting,71458
acting role,1620
role probably,76164
probably demanding,70208
demanding actor,21696
actor actress,1786
actress face,1993
face changing,30536
changing adolescent,13485
adolescent personality,2519
personality discovering,66770
discovering inner,23902
inner suppressed,45650
suppressed unconscious,87685
unconscious self,94282
self months,79734
months remaining,59177
remaining way,74281
way compare,98244
compare different,16959
different faces,23138
faces different,30603
different phases,23174
phases story,66929
story just,85949
just think,48428
think camp,90301
camp looks,11957
looks bathroom,53924
bathroom mirror,7309
mirror later,58407
later film,50332
film washing,33582
washing teeth,97466
teeth mean,89230
mean distracted,56922
distracted hilariously,24244
hilariously funny,42273
funny bits,36087
bits jokes,8972
jokes consider,47667
consider poor,17744
poor acting,68667
acting cathy,1533
cathy moriarty,12954
moriarty fact,59315
fact quality,30703
quality drama,71479
drama superbly,25469
superbly intimate,87476
intimate conversations,46370
conversations leading,18176
leading actors,50717
actors natasha,1938
lyonne clea,54904
clea duvall,15391
duvall tell,26103
tell minute,89338
minute film,58281
film life,33247
life movie,51664
movie star,60379
star celebrities,84753
celebrities career,13072
career natasha,12329
lyonne received,54905
received oscar,73401
oscar best,64449
best actress,8161
actress offered,2002
offered leading,63382
leading roles,50730
roles superficial,76215
superficial films,87483
films american,33677
american pie,3829
pie talent,67187
talent wasted,88665
wasted performance,97585
performance film,66450
film extraordinary,33099
extraordinary achievement,30325
achievement touching,1414
touching experience,92284
experience sensitive,30035
sensitive resonate,79940
resonate highly,74826
highly recommend,42197
recommend watching,73559
watching times,98094
times bored,91544
bored attentive,9846
absolutely,1097
followed,34731
religiously,74226
great,39053
creative,19291
writers,100992
talented,88668
consistency,17805
medical,57105
accuracy,1368
combined,16150
attention,5759
unique,94740
captivating,12151
lines,52780
mixing,58699
absolute,1088
extreme,30346
normal,62605
everyday,29210
issues,46858
realistic,72755
multidimensional,60906
diverse,24330
characters,13845
various,95686
age,2874
groups,39613
socioeconomic,83230
backgrounds,6546
showing,81508
complex,17228
relationships,74050
changed,13423
love,54340
raw,72352
human,43767
emotions,27328
evoked,29274
humour,43981
injected,45618
intelligent,46021
loved,54568
tied,91132
disappointed,23743
came,11788
air,3145
glad,37652
large,50199
biggest,8712
fans,31350
absolutely amazing,1099
amazing followed,3666
followed religiously,34742
religiously great,74227
great creative,39099
creative writers,19315
writers talented,101037
talented actors,88670
actors amazing,1865
amazing consistency,3656
consistency great,17806
great medical,39192
medical accuracy,57106
accuracy combined,1370
combined amazing,16151
amazing attention,3644
attention watch,5794
watch unique,97819
unique captivating,94743
captivating story,12159
story lines,85967
lines mixing,52819
mixing absolute,58700
absolute extreme,1092
extreme normal,30353
normal everyday,62610
everyday issues,29213
issues realistic,46866
realistic multidimensional,72778
multidimensional diverse,60907
diverse characters,24333
characters various,14144
various age,95687
age groups,2890
groups socioeconomic,39617
socioeconomic backgrounds,83231
backgrounds showing,6549
showing different,81515
different complex,23118
complex relationships,17251
relationships relationships,74073
relationships changed,74054
changed time,13448
time love,91357
love raw,54499
raw human,72360
human emotions,43789
emotions evoked,27334
evoked humour,29275
humour injected,43989
injected intelligent,45619
intelligent loved,46039
loved story,54634
lines tied,52843
tied disappointed,91134
disappointed came,23752
came air,11790
air glad,3155
glad know,37666
know large,49543
large fan,50211
base think,7099
think shows,90459
shows biggest,81587
biggest fans,8716
read,72440
reviews,75257
length,51094
knows,49729
kiss,49301
ass,5452
comes,16538
independent,45317
rate,72202
accordingly,1348
likewise,52608
read reviews,72499
reviews length,75291
length time,51101
time knows,91340
knows don,49740
don kiss,25010
kiss ass,49302
ass comes,5454
comes independent,16576
independent films,45320
films good,33736
good film,38293
film rate,33375
rate accordingly,72204
accordingly bad,1349
bad film,6624
film likewise,33253
having,41090
compete,17060
disney,24068
dreamworks,25621
pixar,67413
warner,97389
brother,10891
animation,4163
forefront,34927
industry,45423
apparently,4657
needed,61763
brilliant,10553
brad,10220
bird,8813
quell,71554
doubt,25184
capabilities,12085
iron,46658
giant,37235
final,33855
presented,69705
traditional,92423
form,35054
flick,34412
begun,7776
transition,92601
computer,17338
generated,36777
visuals,96560
number,62913
including,45152
inserted,45728
digitally,23283
hand,40332
drawn,25556
background,6528
special,83967
care,12258
perform,66418
imperfectly,44824
contrast,18073
rougher,76515
backdrop,6520
piece,67192
visually,96550
flawless,34354
ranks,72085
animated,4145
features,32035
grace,38878
screen,78639
having compete,41105
compete disney,17061
disney dreamworks,24085
dreamworks pixar,25622
pixar warner,67452
warner brother,97390
brother animation,10895
animation forefront,4179
forefront animation,34928
animation industry,4185
industry apparently,45425
apparently needed,4673
needed brilliant,61767
brilliant brad,10562
brad bird,10221
bird quell,8820
quell doubt,71555
doubt capabilities,25192
capabilities iron,12086
iron giant,46660
giant final,37242
final films,33865
films presented,33784
presented traditional,69723
traditional animation,92424
animation form,4180
form flick,35059
flick begun,34414
begun transition,7779
transition computer,92603
computer generated,17344
generated visuals,36784
visuals number,96574
number characters,62919
characters including,13982
including giant,45169
giant inserted,37245
inserted digitally,45729
digitally hand,23284
hand drawn,40338
drawn background,25559
background taking,6544
taking special,88597
special care,83970
care perform,12292
perform imperfectly,66419
imperfectly contrast,44825
contrast rougher,18075
rougher backdrop,76516
backdrop finished,6524
finished piece,34100
piece visually,67235
visually flawless,96556
flawless captivating,34355
captivating film,12152
film ranks,33374
ranks best,72086
best animated,8165
animated features,4151
features grace,32045
grace screen,38888
beautiful,7473
non,62538
movies,60553
seen,79436
prince,70062
egypt,26878
secret,79218
nimh,62434
watership,98174
castle,12827
cagliostro,11646
wasn,97486
single,82203
thing,90020
hated,40999
outstanding,64596
level,51328
gorgeous,38611
stunning,86691
colourful,16093
character,13553
music,61056
michael,57768
kamen,48577
consistently,17812
excellent,29447
overpowered,64759
enhanced,27905
message,57623
mention,57468
sweet,88220
delightful,21586
hogarth,42558
isn,46741
annoying,4317
scary,78001
slightest,82751
strictly,86392
speaking,83944
gentle,36942
poignant,68348
plenty,68037
effective,26703
scenes,78178
like,51873
explosive,30220
climax,15579
scene,78040
dead,20814
deer,21385
real,72608
tear,89018
jerker,47255
admit,2469
worried,100570
initially,45608
saw,77488
voice,96612
cast,12667
everybody,29188
involved,46579
did,22703
superb,87444
jennifer,47212
aniston,4229
harry,40878
connick,17685
jnr,47384
perfect,66312
understated,94455
performances,66505
stick,85473
untalented,95046
vocal,96603
contributions,18087
suggests,87280
christopher,14915
macdonald,54917
steals,85277
fbi,31970
agent,2934
eli,27046
marienthal,56121
likable,51853
john,47551
mahoney,55071
cloris,15669
leachman,50661
saying,77840
wrong,101196
underrated,94357
imdb,44688
10,21
bethany,8368
cox,18958
giant beautiful,37237
beautiful funny,7492
funny touching,36230
touching movie,92290
movie best,59634
best non,8267
non disney,62542
disney animated,24070
animated movies,4155
movies seen,60740
seen prince,79564
prince egypt,70068
egypt secret,26879
secret nimh,79233
nimh watership,62435
watership castle,98175
castle cagliostro,12833
cagliostro wasn,11647
wasn single,97545
single thing,82227
thing hated,90070
hated movie,41009
movie outstanding,60170
outstanding level,64606
level animation,51330
animation absolutely,4164
absolutely gorgeous,1118
gorgeous stunning,38630
stunning colourful,86694
colourful backgrounds,16094
backgrounds brilliant,6547
brilliant character,10568
character animation,13566
animation especially,4177
especially iron,28931
giant music,37249
music michael,61089
michael kamen,57787
kamen consistently,48578
consistently excellent,17816
excellent overpowered,29487
overpowered story,64760
story fact,85903
fact times,30721
times enhanced,91568
enhanced drama,27906
drama film,25430
film beautiful,32916
beautiful message,7506
message mention,57641
mention sweet,57489
sweet story,88235
story characters,85829
characters delightful,13909
delightful hogarth,21590
hogarth isn,42559
isn annoying,46745
annoying iron,4328
giant isn,37246
isn scary,46815
scary slightest,78012
slightest strictly,82753
strictly speaking,86394
speaking gentle,83949
gentle poignant,36946
poignant characters,68352
characters animated,13861
animated film,4152
film plenty,33340
plenty effective,68044
effective scenes,26717
scenes like,78257
like explosive,52055
explosive climax,30221
climax scene,15584
scene dead,78070
dead deer,20820
deer real,21387
real tear,72710
tear jerker,89020
jerker admit,47256
admit worried,2505
worried initially,100575
initially saw,45614
saw voice,77607
voice cast,96616
cast everybody,12704
everybody involved,29195
involved did,46582
did superb,22897
superb job,87458
job jennifer,47442
jennifer aniston,47213
aniston harry,4233
harry connick,40881
connick jnr,17686
jnr perfect,47385
perfect understated,66381
understated performances,94460
performances stick,66559
stick untalented,85490
untalented vocal,95048
vocal contributions,96604
contributions film,18088
film suggests,33498
suggests christopher,87281
christopher macdonald,14919
macdonald steals,54921
steals film,85281
film fbi,33113
fbi agent,31972
agent eli,2942
eli marienthal,27047
marienthal sweet,56122
sweet likable,88229
likable hogarth,51862
hogarth watch,42560
watch john,97723
john mahoney,47577
mahoney cloris,55072
cloris leachman,15670
leachman outstanding,50662
outstanding film,64602
film mind,33288
mind saying,58146
saying best,77846
film 1999,32854
1999 best,423
best films,8228
films year,33843
year wrong,101492
wrong think,101280
think highly,90357
highly underrated,42205
underrated imdb,94360
imdb 10,44689
10 10,23
10 bethany,30
bethany cox,8369
certainly,13203
finest,34065
examples,29418
cinema,15001
recent,73417
pop,68729
culture,19858
memory,57343
tragic,92455
deeply,21372
moving,60792
lucky,54804
strike,86397
chords,14833
certainly ranks,13235
ranks finest,72090
finest examples,34068
examples cinema,29421
cinema recent,15038
recent pop,73434
pop culture,68731
culture memory,19870
memory intelligent,57349
intelligent funny,46034
funny tragic,36231
tragic deeply,92457
deeply moving,21383
moving lucky,60808
lucky american,54805
american animated,3784
film strike,33478
strike chords,86398
episodes,28623
farscape,31694
writing,101052
credit,19365
really,72912
written,101127
half,40195
dozen,25283
geniuses,36863
room,76374
fun,35943
script,78823
ability,952
lock,53482
apart,4544
line,52678
constantly,17853
asking,5380
better,8379
original,64250
spin,84211
longer,53666
hate,40959
break,10354
putting,71401
sick,81793
stuff,86638
episodes farscape,28653
farscape single,31695
single writing,82230
writing credit,101071
credit think,19377
think really,90436
really written,73206
written half,101156
half dozen,40216
dozen geniuses,25286
geniuses room,36865
room fun,76389
fun writing,36021
writing script,101106
script best,78834
best ability,8156
ability lock,957
lock week,53484
week apart,98661
apart line,4559
line line,52717
line constantly,52694
constantly asking,17854
asking better,5384
better different,8415
different original,23167
original spin,64351
spin longer,84217
longer fun,53677
fun hate,35963
hate break,40961
break love,10370
love really,54500
really fun,73012
fun putting,35989
putting humour,71412
humour sick,44001
sick stuff,81808
casualty,12868
holby,42566
city,15165
despite,22180
quite,71717
short,81293
episodic,28718
lengths,51104
suffer,87220
problems,70328
pacing,64911
bit,8841
slow,82793
easy,26450
decently,21151
acted,1488
enjoy,27918
amanda,3600
mealing,56911
paul,65743
bradley,10227
robert,75944
powell,69207
hugh,43739
quarshie,71522
tom,91901
chambers,13320
sam,77184
confess,17509
richard,75491
briers,10526
christmas,14900
episode,28488
particular,65376
departure,21849
usual,95379
come,16168
expect,29783
nice,62212
twist,93889
wonderful,99902
scripts,78918
intriguing,46419
predictable,69465
overall,64634
arresting,5148
like casualty,51954
casualty holby,12869
holby city,42567
city despite,15177
despite quite,22217
quite short,71787
short episodic,81312
episodic lengths,28719
lengths suffer,51105
suffer problems,87225
problems pacing,70352
pacing bit,64914
bit slow,8934
slow easy,82800
easy stick,26471
stick teeth,85489
teeth decently,89227
decently acted,21152
acted enjoy,1491
enjoy performances,27961
performances amanda,66510
amanda mealing,3604
mealing paul,56912
paul bradley,65746
bradley robert,10229
robert powell,75958
powell hugh,69209
hugh quarshie,43744
quarshie tom,71523
tom chambers,91906
chambers sam,13321
sam confess,77190
confess despite,17511
despite richard,22219
richard briers,75492
briers christmas,10527
christmas episode,14906
episode particular,28563
particular episode,65382
episode departure,28510
departure usual,21852
usual thing,95412
thing come,90042
come expect,16208
expect holby,29808
despite nice,22209
nice twist,62255
twist wonderful,93912
wonderful life,99927
life scripts,51696
scripts good,78921
good story,38466
lines quite,52829
quite intriguing,71761
intriguing predictable,46428
predictable times,69506
times overall,91606
overall quite,64668
quite arresting,71720
arresting stuff,5150
stuff 10,86639
based,7105
famous,31159
series,80102
novels,62837
edgar,26569
rice,75451
burroughs,11439
september,80011
1875,278
march,56088
19,285
1950,321
pretty,69832
entertaining,28205
adaptation,2237
beloved,8050
literary,52964
based famous,7121
famous series,31172
series novels,80278
novels written,62844
written edgar,101147
edgar rice,26571
rice burroughs,75452
burroughs september,11441
september 1875,80012
1875 march,279
march 19,56089
19 1950,286
1950 disney,322
disney come,24080
come pretty,16248
pretty entertaining,69858
entertaining adaptation,28208
adaptation beloved,2240
beloved literary,8054
literary character,52966
misunderstood,58629
look,53713
cover,18914
disneyfied,24112
classic,15296
ruined,76674
altered,3555
worked,100276
formula,35103
happened,40556
little,52983
singing,82193
monkeys,59108
roaming,75915
aimlessly,3133
movie misunderstood,60127
misunderstood look,58630
look cover,53735
cover think,18920
think disneyfied,90320
disneyfied classic,24113
classic ruined,15326
ruined altered,76675
altered worked,3561
worked disney,100285
disney formula,24092
formula happened,35108
happened little,40578
little singing,53091
singing monkeys,82198
monkeys roaming,59109
roaming aimlessly,75916
unusual,95062
feature,32013
successful,87109
tarzan,88858
doesn,24631
buck,11113
trend,92830
solidly,83326
say,77613
unusual disney,95064
animated feature,4150
feature successful,32028
successful tarzan,87128
tarzan doesn,88860
doesn buck,24647
buck trend,11117
trend solidly,92838
solidly entertaining,83327
entertaining animated,28209
feature say,32026
say perfect,77760
flaw,34333
comparison,17002
hercules,41876
weakest,98541
90s,876
africa,2843
african,2847
jungle,47978
songs,83474
performed,66570
phil,66945
collins,16041
pleasant,67981
annoyed,4306
sister,82261
played,67770
worlds,100549
loud,54282
volume,96679
felt,32336
eternity,29059
wonderfully,99955
charismatic,14186
lead,50663
favourite,31944
jane,47047
thanks,89793
characterisation,13827
minnie,58234
driver,25740
terk,89521
tantor,88810
provide,70953
comic,16644
relief,74186
gorillas,38635
emotional,27284
aforementioned,2828
clayton,15385
brian,10471
blessed,9151
voiced,96644
enthusiasm,28322
particularly,65396
main,55082
reason,73223
thoroughly,90656
portrayals,68893
beauty,7559
beast,7431
hunchback,44010
notre,62781
dame,20218
cried,19446
miles,57948
trash,92654
today,91789
tarzan good,88861
film doubt,33047
doubt great,25198
great disney,39111
disney movie,24098
movie flaw,59890
flaw comparison,34334
comparison hercules,17008
hercules weakest,41878
weakest disney,98543
disney 90s,24069
90s saying,880
saying animation,77842
animation just,4186
just gorgeous,48183
gorgeous africa,38612
africa seen,2845
seen african,79443
african jungle,2853
jungle look,47979
look beautiful,53723
beautiful songs,7519
songs performed,83488
performed phil,66573
phil collins,66946
collins pleasant,16047
pleasant confess,67984
confess did,17512
did annoyed,22715
annoyed sister,4315
sister played,82274
played worlds,67843
worlds loud,100553
loud volume,54298
volume computer,96681
computer felt,17341
felt like,32365
like eternity,52052
eternity characters,29060
characters great,13961
great tarzan,39275
tarzan wonderfully,88863
wonderfully charismatic,99958
charismatic lead,14190
lead favourite,50679
favourite character,31946
character jane,13690
jane thanks,47066
thanks brilliant,89796
brilliant characterisation,10569
characterisation underrated,13829
underrated minnie,94361
minnie driver,58235
driver terk,25746
terk tantor,89522
tantor provide,88811
provide great,70960
great comic,39092
comic relief,16659
relief gorillas,74190
gorillas provide,38636
provide plenty,70961
plenty quite,68058
quite emotional,71742
emotional scenes,27310
scenes weakest,78307
weakest character,98542
character aforementioned,13560
aforementioned clayton,2830
clayton brian,15386
brian blessed,10473
blessed voiced,9155
voiced enthusiasm,96646
enthusiasm clayton,28324
clayton wasn,15389
wasn particularly,97534
particularly likable,65408
likable main,51864
main reason,55115
reason like,73260
like movie,52247
movie thoroughly,60440
thoroughly human,90664
human portrayals,43808
portrayals characters,68894
characters time,14128
time disney,91269
disney beauty,24072
beauty beast,7562
beast hunchback,7433
hunchback notre,44012
notre dame,62782
dame cried,20220
cried end,19453
end movie,27530
movie really,60254
really emotional,72990
emotional tarzan,27314
tarzan disney,88859
disney fans,24089
fans perfect,31401
perfect miles,66358
miles better,57949
better trash,8537
trash today,92667
today 10,91790
doing,24798
braveheart,10321
clear,15399
present,69676
danger,20300
casino,12656
royale,76595
ii,44500
goodfellas,38535
gun,39865
classics,15344
_something_,892
engrosses,27889
movies make,60681
make just,55308
just stop,48411
stop doing,85655
doing watch,24855
watch braveheart,97636
braveheart clear,10322
clear present,15411
present danger,69679
danger casino,20302
casino royale,12658
royale godfather,76599
godfather ii,37838
ii goodfellas,44503
goodfellas gun,38537
gun just,39871
just come,48080
come mind,16237
mind classics,58094
classics _something_,15346
_something_ engrosses,893
engrosses movies,27890
correctly,18490
depicts,21890
corporation,18470
ritualized,75859
assassination,5478
copier,18365
gutting,39910
fresh,35578
catch,12885
cubicle,19831
fantasy,31479
tour,92318
cowering,18953
paranoid,65234
technology,89091
worker,100306
trapped,92642
oppressed,64122
land,50103
lundberg,54855
tsa,93465
reports,74646
movie correctly,59723
correctly depicts,18491
depicts life,21892
life american,51524
american corporation,3796
corporation ritualized,18472
ritualized assassination,75860
assassination copier,5480
copier gutting,18366
gutting fresh,39911
fresh catch,35580
catch cubicle,12893
cubicle fantasy,19832
fantasy tour,31511
tour cowering,92319
cowering paranoid,18954
paranoid bored,65235
bored technology,9863
technology worker,89100
worker trapped,100309
trapped oppressed,92646
oppressed land,64123
land lundberg,50110
lundberg tsa,54856
tsa reports,93466
mike,57895
judge,47861
fantastic,31422
really excellent,72995
excellent little,29480
little film,53033
film mike,33287
mike judge,57900
judge involved,47866
involved fantastic,46587
fantastic job,31441
advise,2723
utter,95468
complete,17105
honesty,42951
intense,46068
stamina,84630
digesting,23263
crappiest,19121
sit,82290
skipping,82546
sorts,83689
bizarre,8989
nonsense,62574
ideas,44351
cult,19838
follower,34749
roswell,76471
alien,3348
landing,50119
free,35493
mental,57441
health,41347
patience,65687
imagine,44645
high,42080
school,78357
sort,83647
girls,37482
boyfriend,10176
ace,1399
football,34833
player,67845
elements,26980
mix,58649
aliens,3376
theories,89983
opinions,64072
worth,100674
watched,97839
season,78998
pathetic,65652
lasted,50278
thinking,90530
maybe,56721
manage,55902
finish,34085
honestly,42916
hopeful,43122
surprised,87897
shocked,81209
rated,72225
directed,23407
created,19228
expert,30077
making,55557
wears,98585
kids,48924
dresses,25648
talks,88778
dude,25927
totally,92184
crazy,19186
idea,44254
cute,20026
chick,14524
dating,20515
falling,30971
shy,81775
guy,39914
gotta,38814
guys,40025
files,32789
mojo,58860
sounds,83762
cool,18255
right,75632
hey,42014
told,91849
ur,95151
dad,20123
works,100349
sure,87705
swing,88260
budget,11144
shoot,81250
gonna,38197
huge,43686
worry,100580
abut,1201
bring,10631
cousins,18910
want,97033
katherine,48622
heigle,41633
cuz,20072
totallyy,92243
boobs,9578
alias,3335
wondered,99895
long,53576
things,90152
seasons,79089
surely,87817
deserved,22060
people,65958
dtk,25890
kool,49792
creativity,19316
advise utter,2725
utter complete,95470
complete honesty,17116
honesty watch,42953
watch intense,97720
intense stamina,46083
stamina digesting,84631
digesting crappiest,23264
crappiest films,19122
films tv,33827
tv shows,93788
shows sit,81700
sit end,82297
end skipping,27569
skipping scene,82547
scene pretty,78125
pretty good,69867
good taking,38475
taking sorts,88595
sorts bizarre,83691
bizarre nonsense,8996
nonsense ideas,62578
ideas cult,44356
cult follower,19842
follower roswell,34751
roswell alien,76472
alien landing,3356
landing feel,50120
feel free,32134
free judge,35511
judge mental,47869
mental health,57445
health way,41352
way patience,98378
patience imagine,65688
imagine seen,44667
seen plenty,79557
plenty high,68049
high school,42132
school sort,78421
sort films,83661
films girls,33731
girls boyfriend,37488
boyfriend ace,10177
ace football,1401
football player,34843
player elements,67849
elements films,26990
films mix,33770
mix aliens,58651
aliens human,3381
human form,43791
form theories,35073
theories opinions,89985
opinions roswell,64076
roswell tv,76475
tv tell,93794
tell worth,89366
worth watching,100714
watching way,98112
way watched,98464
watched episodes,97870
episodes far,28652
far season,31614
season utter,79075
utter nonsense,95475
nonsense pathetic,62583
pathetic lasted,65664
lasted far,50279
far thinking,31627
thinking maybe,90560
maybe manage,56759
manage finish,55906
finish season,34094
season better,79011
better honestly,8443
honestly hopeful,42931
hopeful surprised,43125
surprised shocked,87937
shocked rated,81215
rated probably,72243
probably written,70271
written directed,101144
directed created,23416
created expert,19235
expert making,30083
making teenage,55633
teenage high,89153
school films,78387
films wears,33837
wears kids,98586
kids dresses,48943
dresses talks,25651
talks like,88781
like dude,52038
dude just,25928
just totally,48441
totally crazy,92199
crazy idea,19197
idea roswell,44319
roswell thing,76474
thing imagine,90075
imagine cute,44648
cute chick,20028
chick dating,14526
dating falling,20518
falling love,30975
love shy,54517
shy guy,81777
guy alien,39918
alien human,3355
form gotta,35060
gotta fbi,38816
fbi guys,31977
guys just,40052
just like,48255
like files,52073
files mojo,32798
mojo know,58861
know sounds,49604
sounds pretty,83771
pretty cool,69847
cool right,18283
right hey,75677
hey told,42028
told ur,91887
ur dad,95153
dad works,20148
works tv,100398
tv sure,93793
sure swing,87796
swing budget,88261
budget shoot,11172
shoot like,81257
like totally,52455
totally sure,92231
sure gonna,87750
gonna huge,38200
huge don,43703
don worry,25091
worry abut,100581
abut actors,1202
actors bring,1876
bring ur,10672
ur cousins,95152
cousins want,18911
want katherine,97096
katherine heigle,48623
heigle cuz,41634
cuz totallyy,20073
totallyy huge,92244
huge boobs,43690
boobs hated,9579
hated alias,41000
alias wondered,3341
wondered lasted,99898
lasted long,50282
long say,53641
say things,77802
things like,90204
like roswell,52353
roswell seasons,76473
seasons alias,79092
alias surely,3340
surely deserved,87818
deserved long,22065
long short,53644
short people,81335
people dtk,66038
dtk dude,25891
dude totally,25934
totally kool,92213
kool people,49793
people imagine,66096
imagine quality,44664
quality creativity,71476
epic,28452
big,8600
exciting,29617
finer,34059
details,22293
piece epic,67207
epic epic,28457
epic fun,28461
fun big,35946
big loud,8652
loud exciting,54285
exciting finer,29627
finer details,34061
stanley,84736
kubrick,49842
unarguably,94172
anglo,4093
potent,69139
reply,74625
fellinis,32327
bunuels,11399
bergmans,8138
kurosawas,49859
rays,72386
tarkovskys,88850
world,100403
ubiquitously,94046
known,49692
inexorable,45459
yearning,101494
perfection,66386
uncanny,94243
innovation,45675
managed,55912
hold,42568
millions,58045
worldwide,100555
transfixion,92578
decades,21081
regarded,73838
eyes,30451
wide,99119
shut,81760
sui,87284
generis,36821
elixir,27077
sore,83596
panacea,65118
perturbed,66845
souls,83723
surreally,88008
psychedelic,71043
pleasure,68017
avant,6074
garde,36534
open,63923
speculation,84071
interpreted,46330
ways,98486
