,0
hide,49844
death,25285
carries,15102
playing,80770
role,90719
enjoys,33299
inevitably,53710
deception,25504
hard,48266
maintain,65744
wants,116512
happened,48020
pays,78370
visit,115587
kill,58080
protect,84293
secret,94494
killing,58220
police,81576
committed,20458
ripley bit,90392
bit non,11091
non entity,74451
entity bit,33677
bit chameleon,11018
chameleon make,16116
make people,65964
people think,78891
think belongs,107969
belongs wealthy,10029
wealthy herbert,118182
herbert greenleaf,49630
greenleaf mistakenly,46630
mistakenly thinks,69690
thinks tom,108295
tom friend,109926
friend son,42168
son dickie,99608
dickie given,27293
given job,44326
job italy,56195
persuade dickie,79658
dickie return,27297
return new,89402
new york,74017
york quickly,122079
quickly meets,85271
meets dickie,68046
dickie girlfriend,27292
girlfriend marge,44245
marge sherwood,66811
sherwood befriends,96743
befriends honest,9596
honest makes,50871
makes dickie,66101
dickie believe,27288
believe share,9936
share similar,96610
similar interests,97839
interests soon,54735
soon staying,99766
staying dickie,101842
dickie marge,27295
marge paid,66810
paid dickie,77411
dickie father,27290
father eventually,37861
eventually herbert,34752
greenleaf writes,46631
writes thank,121239
thank tom,107303
tom work,109941
work let,120222
let know,60838
know clear,58701
clear failed,18862
failed task,36702
task longer,106200
longer paid,63924
paid time,77421
time dickie,109090
dickie starts,27299
starts tired,101695
tired tom,109646
tom presence,109937
presence tom,82918
tom doesn,109920
doesn strikes,29516
strikes dickie,103114
dickie struggle,27300
struggle ensues,103263
ensues dickie,33348
dickie killed,27294
killed tom,58173
tom manages,109936
manages hide,66646
hide death,49845
death carries,25290
carries life,15109
life starts,61339
starts playing,101685
playing dickie,80783
dickie role,27298
role enjoys,90747
enjoys inevitably,33300
inevitably deception,53712
deception hard,25507
hard maintain,48326
maintain marge,65748
marge wants,66812
wants know,116537
know happened,58761
happened dickie,48036
dickie friend,27291
friend dickie,42132
dickie pays,27296
pays visit,78374
visit tom,115593
tom kill,109934
kill protect,58113
protect secret,84304
secret killing,94499
killing police,58239
police believe,81577
believe dickie,9867
dickie committed,27289
small,98898
scale,92700
imposter,53171
making,66208
rounds,91157
1950s,402
caught,15672
greater,46533
usual,114322
scam,92714
decides,25574
ride,90065
just,56823
winds,119222
case,15240
answer,5460
gorgeous,45637
vestige,114992
old,75638
world,120432
hints,50132
modern,69879
tasked,106205
convincing,22157
flippant,40898
trust,111664
funder,42580
perpetual,79393
fortune,41628
draining,30243
holiday,50547
mission,69628
goes,44751
wayside,118117
realizes,86728
easier,31348
lap,59504
luxury,65365
merely,68438
exacerbates,34906
said,91749
money,70170
letting,60922
playboy,80656
wingman,119241
messy,68589
welcome,118465
worn,120666
bittersweet,11196
memories,68187
panicked,77567
string,103124
responses,89149
sends,95017
entire,33588
comfortable,20196
lifestyle,61409
tailspin,105642
root,91054
example,34985
fear,38077
rejection,88007
press,83005
normally,74567
smart,98957
affable,3630
person,79428
brink,13259
monstrosity,70359
surprise,104916
considering,21561
playful,80766
tone,109998
fresh,42084
breakout,12850
1997,526
hunting,52161
shows,97317
versatility,114904
leading,60122
essential,34515
complicated,20983
character,16370
smoothly,99093
masking,67115
twitch,112505
eye,36248
viewing,115250
audience,7260
films,39928
ll,63445
feel,38229
wrong,121435
rooting,91065
knowing,58913
guy,47322
deserve,26526
happy,48203
ending,32798
final,40086
moments,70057
serving,95980
comeuppance,20191
small scale,98933
scale imposter,92703
imposter man,53172
man making,66491
making rounds,66284
rounds 1950s,91158
1950s new,408
york gets,122075
gets caught,43814
caught greater,15682
greater usual,46538
usual scam,114337
scam decides,92715
decides let,25589
let ride,60858
ride just,90073
just winds,57439
winds case,119223
case answer,15243
answer italy,5471
italy gorgeous,55603
gorgeous vestige,45654
vestige old,114993
old world,75778
world just,120520
just hints,57091
hints modern,50137
modern tasked,69921
tasked convincing,106206
convincing flippant,22161
flippant trust,40899
trust funder,111672
funder return,42581
return perpetual,89403
perpetual fortune,79394
fortune draining,41630
draining holiday,30244
holiday mission,50551
mission quickly,69642
quickly goes,85265
goes wayside,44840
wayside just,118118
just soon,57331
soon realizes,99758
realizes easier,86730
easier life,31351
life lap,61246
lap luxury,59505
luxury merely,65367
merely exacerbates,68441
exacerbates said,34907
said money,91804
money letting,70219
letting wealthy,60933
wealthy playboy,118186
playboy new,80657
new wingman,74012
wingman things,119242
things turn,107932
turn messy,112028
messy welcome,68591
welcome worn,118468
worn bittersweet,120668
bittersweet memories,11197
memories panicked,68194
panicked string,77568
string responses,103129
responses sends,89150
sends entire,95018
entire comfortable,33598
comfortable lifestyle,20203
lifestyle tailspin,61411
tailspin root,105643
root ripley,91060
ripley example,90393
example fear,34999
fear rejection,38090
rejection press,88008
press normally,83009
normally smart,74582
smart affable,98959
affable person,3631
person brink,79438
brink monstrosity,13262
monstrosity surprise,70360
surprise considering,104928
considering playful,21586
playful tone,80767
tone act,109999
act matt,2014
damon fresh,24434
fresh breakout,42087
breakout 1997,12851
1997 good,528
good hunting,45358
hunting shows,52168
shows great,97397
great versatility,46506
versatility leading,114905
leading role,60127
role essential,90749
essential complicated,34516
complicated character,20985
character smoothly,16678
smoothly masking,99098
masking twitch,67116
twitch eye,112506
eye viewing,36275
viewing audience,115251
audience films,7296
films ll,40008
ll feel,63469
feel wrong,38375
wrong rooting,121510
rooting knowing,91069
knowing guy,58924
guy absolutely,47325
absolutely does,1515
does deserve,29253
deserve happy,26535
happy ending,48216
ending final,32818
final moments,40106
moments serving,70113
serving comeuppance,95981
favorite,37961
bad,8266
cancelled,14595
feltit,38628
seasons,94267
left,60476
cheap,17415
stay,101802
watched,117244
times,109433
worth,120822
felt,38540
realistic,86584
way,117747
brought,13505
actual,2871
real,86414
problems,83572
characters,16753
depth,26406
got,45692
environment,33701
private,83404
hardships,48427
firefighters,40456
paramedics,77652
deal,25203
comes,20091
sudden,104047
told,109851
lives,63318
fighting,38954
day,24885
fictionall,38868
fictional,38853
according,1811
dad,24317
officer,75414
bring,13135
favorite series,38006
series time,95811
time bad,109037
bad cancelled,8290
cancelled feltit,14599
feltit seasons,38629
seasons left,94311
left cheap,60489
cheap shows,17434
shows stay,97480
stay watched,101830
watched series,117347
series times,95812
times worth,109574
worth felt,120833
felt realistic,38603
realistic way,86619
way brought,117782
brought actual,13508
actual real,2897
real life,86490
life problems,61292
problems characters,83580
characters depth,16862
depth got,26418
got work,45842
work environment,120183
environment private,33711
private life,83409
life people,61280
people shows,78854
shows hardships,97400
hardships police,48428
police firefighters,81586
firefighters paramedics,40459
paramedics deal,77653
deal good,25216
good comes,45246
comes felt,20111
felt ending,38566
ending sudden,32851
sudden told,104059
told lives,109878
lives people,63357
people fighting,78669
fighting day,38962
day day,24908
day fictionall,24920
fictionall fictional,38869
fictional characters,38855
characters according,16756
according dad,1812
dad police,24333
police officer,81593
officer good,75423
good realistic,45456
realistic bring,86589
bring similar,13188
belated,9791
review,89526
written,121337
2017,740
belated review,9792
review written,89640
written 2017,121340
hollywood,50601
movies,71917
television,106667
decades,25428
standard,101133
cliches,18993
watch,116920
minutes,69304
tell,106725
nearly,73247
holby,50458
city,18517
hot,51464
alive,4378
parts,77930
directing,28102
cinematography,18403
fit,40557
beautifully,9488
approach,5977
art,6380
miss,69538
single,98121
episode,33778
drama,30247
tv,112200
choice,17928
wish,119372
bbc,9260
sell,94955
gives,44365
arthur,6430
spectacular,100411
send,95002
weren,118587
going,44846
chase,17361
away,7771
gloom,44584
remind,88524
happier,48176
better,10430
long,63816
live,63244
introduction,54979
watching,117401
available,7563
episodes,34046
62,1117
63,1119
calling,14353
soap,99266
opera,76084
operas,76101
created,23166
early,31236
millennium,68969
bored,12176
housewives,51711
distracted,28979
husbands,52245
went,118497
men,68217
filled,39055
fantasies,37390
office,75389
romance,90910
flirtatious,40900
secretaries,94518
promiscuity,84062
adultery,3466
suspicious,105261
greeted,46640
thinking,108226
today,109775
responsible,89164
breakup,12867
marriages,66937
televised,106663
finest,40327
dramatists,30441
sticks,102079
business,14079
stays,101846
salaciousness,91882
typical,112598
cheers,17541
excellent,35061
comedy,19924
watched hollywood,117301
hollywood movies,50662
movies television,72138
television decades,106679
decades know,25431
know standard,58869
standard cliches,101138
cliches watch,18996
watch minutes,117092
minutes movie,69371
movie tell,71764
tell nearly,106759
nearly happened,73266
happened holby,48052
holby city,50459
city holby,18534
city hot,18536
hot good,51472
good alive,45197
alive parts,4390
parts writing,77968
writing directing,121267
directing acting,28103
acting cinematography,2111
cinematography fit,18417
fit beautifully,40560
beautifully approach,9493
approach art,5978
art just,6402
just know,57129
know miss,58805
miss single,69567
single episode,98131
episode watch,34036
watch drama,116997
drama series,30349
series tv,95822
tv holby,112259
city choice,18521
choice just,17940
just wish,57440
wish bbc,119376
bbc sell,9269
sell episode,94958
episode cast,33814
cast gives,15400
gives arthur,44366
arthur spectacular,6452
spectacular send,100425
send things,95012
things weren,107944
weren going,118598
going episode,44902
episode chase,33818
chase away,17362
away gloom,7808
gloom remind,44588
remind happier,88528
happier better,48177
better times,10625
times long,109514
long live,63861
live holby,63269
city think,18555
think better,107971
better introduction,10520
introduction holby,54980
city watching,18558
watching available,117423
available episodes,7565
episodes 62,34048
62 63,1118
63 calling,1120
calling holby,14361
city soap,18549
soap opera,99267
opera wrong,76100
wrong soap,121516
soap operas,99268
operas created,76103
created early,23177
early millennium,31259
millennium bored,68970
bored housewives,12195
housewives distracted,51712
distracted husbands,28982
husbands went,52248
went work,118577
work soap,120259
operas nearly,76104
nearly written,73281
written men,121398
men filled,68243
filled fantasies,39067
fantasies office,37393
office romance,75409
romance flirtatious,90923
flirtatious secretaries,40901
secretaries promiscuity,94519
promiscuity adultery,84063
adultery suspicious,3467
suspicious housewives,105263
housewives greeted,51713
greeted husbands,46641
husbands thinking,52247
thinking know,108249
know did,58717
did office,27468
office today,75413
today sure,109811
sure soap,104819
operas responsible,76105
responsible breakup,89166
breakup marriages,12868
marriages holby,66938
city televised,18554
televised drama,106665
drama written,30376
written finest,121374
finest dramatists,40332
dramatists holby,30442
city sticks,18550
sticks business,102081
business stays,14093
stays away,101848
away salaciousness,7855
salaciousness typical,91883
typical soap,112631
opera cheers,76086
cheers excellent,17543
excellent drama,35078
drama comedy,30261
deep,25693
blue,11674
sea,93882
shark,96629
monsters,70344
horror,51351
thomas,108325
jane,55827
fan,37150
actor,2517
punisher,84704
2004,616
thursday,108887
1998,529
carter,15185
blake,11343
played,80658
childhood,17775
saw,92230
kid,57877
fast,37768
paced,77259
entertaining,33413
action,2320
flick,40851
idea,52372
alzheimer,4578
disease,28726
sharks,96634
brilliant,13048
deep blue,25696
blue sea,11690
sea 1999,93883
1999 favorite,536
favorite shark,38007
shark monsters,96632
monsters horror,70349
horror film,51365
film favorite,39360
favorite film,37981
film thomas,39779
thomas jane,108330
jane fan,55833
fan actor,37154
actor punisher,2589
punisher 2004,84705
2004 thursday,621
thursday 1998,108888
1998 favorite,531
favorite roles,38004
roles carter,90822
carter blake,15187
blake favorite,11348
favorite thomas,38014
jane role,55836
role played,90787
played childhood,80675
childhood movie,17786
movie saw,71639
saw kid,92276
kid problems,57922
problems film,83587
film fast,39359
fast paced,37789
paced entertaining,77263
entertaining action,33415
action horror,2394
horror flick,51367
flick idea,40856
idea alzheimer,52376
alzheimer disease,4579
disease making,28727
making sharks,66292
sharks smart,96635
smart brilliant,98962
understand,113012
viewers,115206
enjoy,33084
usually,114349
suspenseful,105238
galling,42989
preoccupation,82866
abject,1367
jingoist,56119
sentiments,95249
imperialist,53032
revisionist,89864
history,50240
scene,92853
completely,20840
predictable,82672
suppose,104620
understand viewers,113103
viewers enjoy,115217
enjoy written,33162
written entertaining,121366
entertaining usually,33492
usually bit,114352
bit suspenseful,11134
suspenseful great,105243
great cast,46224
cast galling,15398
galling preoccupation,42990
preoccupation abject,82867
abject jingoist,1369
jingoist sentiments,56120
sentiments imperialist,95252
imperialist revisionist,53033
revisionist history,89865
history nearly,50286
nearly scene,73275
scene completely,92885
completely predictable,20899
predictable television,82731
television suppose,106712
stupid,103549
paul,78268
fact,36493
rude,91242
king,58453
problem,83511
isn,55391
nice,74074
idiot,52545
military,68926
charge,17229
room,90997
civilians,18569
plans,80543
mad,65476
question,85158
fail,36662
blame,11357
short,97006
comings,20352
stupid went,103642
went paul,118557
paul day,78272
day fact,24917
fact rude,36583
rude day,91244
day thought,24977
thought king,108476
king problem,58473
problem isn,83538
isn nice,55453
nice tell,74137
tell idiot,106751
idiot military,52549
military military,68937
military people,68939
think charge,107986
charge room,17240
room civilians,91003
civilians plans,18571
plans mad,80551
mad question,65488
question plans,85178
mad plans,65487
plans fail,80548
fail blame,36664
blame short,11372
short comings,97017
near,73213
future,42818
cloning,19160
technology,106486
highly,49978
developed,26949
corporation,22401
replacement,88760
technologies,106483
owned,77192
michael,68714
drucker,30794
tony,110060
goldwyn,45083
pets,79759
repet,88730
shops,97000
called,14292
sixth,98390
prohibits,84008
human,51859
groups,46939
movements,70819
type,112525
needs,73495
travel,110981
remote,88599
location,63606
hires,50174
professional,83865
helicopter,49390
pilots,80195
adam,3073
gibson,44036
arnold,6300
schwarzenegger,93324
hank,47901
morgan,70498
rapaport,85855
requesting,88867
test,107214
hamk,47735
flies,40883
birthday,10989
family,36973
dog,29540
died,27683
possibility,82178
animal,5236
daughter,24787
doll,29636
cindy,18299
instead,54244
arrives,6350
home,50734
finds,40256
oliver,75831
cloned,19157
hunted,52144
killers,58198
flee,40812
near future,73225
future cloning,42825
cloning technology,19165
technology highly,106494
highly developed,49983
developed corporation,26955
corporation replacement,22406
replacement technologies,88765
technologies owned,106484
owned wealthy,77194
wealthy michael,118183
michael drucker,68725
drucker tony,30796
tony goldwyn,110064
goldwyn responsible,45084
responsible cloning,89168
cloning pets,19164
pets repet,79760
repet shops,88731
shops law,97001
law called,59936
called sixth,14340
sixth day,98391
day prohibits,24956
prohibits human,84009
human cloning,51872
cloning groups,19163
groups movements,46947
movements type,70820
type cloning,112530
cloning drucker,19162
drucker needs,30795
needs travel,73539
travel remote,110991
remote location,88604
location hires,63612
hires professional,50177
professional helicopter,83874
helicopter pilots,49393
pilots adam,80196
adam gibson,3081
gibson arnold,44037
arnold schwarzenegger,6301
schwarzenegger friend,93325
friend hank,42144
hank morgan,47903
morgan michael,70502
michael rapaport,68737
rapaport requesting,85856
requesting eye,88868
eye test,36274
test hamk,107218
hamk flies,47736
flies adam,40884
adam birthday,3075
birthday family,10990
family dog,37008
dog just,29547
just died,56970
died thinking,27699
thinking possibility,108261
possibility cloning,82179
cloning animal,19161
animal daughter,5239
daughter adam,24790
adam decides,3078
decides doll,25582
doll called,29637
called cindy,14303
cindy instead,18300
instead arrives,54251
arrives home,6352
home finds,50754
finds oliver,40275
oliver cloned,75834
cloned hunted,19159
hunted professional,52149
professional killers,83876
killers needs,58209
needs flee,73508
flee happened,40814
happened adam,48022
adam cloned,3077
black,11222
version,114908
mrs,72252
doubtfire,30046
years,121800
later,59630
form,41537
funny,42604
martin,66980
lawrence,59958
intrigue,54883
purely,84785
related,88067
aforementioned,3721
robin,90599
williams,119112
starring,101344
black version,11291
version mrs,114949
mrs doubtfire,72256
doubtfire years,30047
years later,121857
later form,59646
form funny,41544
funny man,42701
man martin,66494
martin lawrence,66987
lawrence crime,59962
crime type,23526
type intrigue,112548
intrigue purely,54894
purely family,84790
family related,37087
related like,88068
like aforementioned,61579
aforementioned robin,3724
robin williams,90607
williams starring,119121
starring comedy,101350
definitely,25854
basketball,9091
expecting,35651
jock,56262
token,109839
relationship,88093
thrown,108828
justify,57499
title,109690
unlike,113659
game,42999
dwells,31122
solely,99457
negative,73565
aspects,6698
sport,100835
hustlers,52256
hookers,51012
drugs,30820
concentrates,21084
positive,82130
serves,95951
background,8190
focus,41012
story,102371
works,120369
levels,60998
refuses,87843
pinned,80215
simply,97952
choosing,17992
careful,15000
blending,11470
elements,31968
complaint,20776
minor,69238
definitely movie,25901
movie fan,71169
fan basketball,37164
basketball fan,9092
fan went,37299
went expecting,118524
expecting jock,35674
jock flick,56263
flick token,40871
token relationship,109843
relationship thrown,88133
thrown justify,108835
justify title,57505
title wrong,109729
wrong unlike,121527
unlike got,113670
got game,45745
game good,43016
good film,45313
film dwells,39316
dwells solely,31123
solely negative,99459
negative aspects,73567
aspects sport,6716
sport hustlers,100839
hustlers hookers,52257
hookers drugs,51013
drugs death,30829
death concentrates,25292
concentrates positive,21085
positive things,82153
things life,107871
life basketball,61146
basketball serves,9094
serves background,95952
background focus,8199
focus story,41038
story written,102848
written works,121432
works levels,120401
levels refuses,61012
refuses pinned,87847
pinned simply,80216
simply romance,98006
romance drama,90919
drama choosing,30260
choosing instead,17995
instead careful,54257
careful blending,15001
blending different,11471
different elements,27764
elements complaint,31973
complaint minor,20778
minor ending,69241
ending going,32820
going tell,45017
1981,476
11,162
year,121692
monica,70281
wright,121057
moves,70821
door,29940
quincy,85300
mccall,67581
suburbs,103913
surprises,105024
skills,98492
scar,92747
chin,17895
sanaa,91953
lathan,59703
omar,75881
epps,34229
platonic,80579
friends,42195
everybody,34765
roots,91072
following,41155
clippers,19134
player,80743
dennis,26254
haysbert,48897
footsteps,41268
dismiss,28817
ball,8622
dreams,30550
fuse,42805
help,49470
struggles,103280
parents,77693
fight,38906
1981 11,477
11 year,172
year old,121763
old monica,75710
monica wright,70284
wright moves,121066
moves door,70824
door quincy,29948
quincy mccall,85301
mccall suburbs,67582
suburbs surprises,103915
surprises basketball,105028
basketball skills,9095
skills gives,98495
gives scar,44418
scar chin,92748
chin years,17896
later monica,59662
monica sanaa,70283
sanaa lathan,91954
lathan quincy,59704
quincy omar,85302
omar epps,75882
epps platonic,34230
platonic best,80580
best friends,10254
friends everybody,42207
everybody roots,34786
roots following,91074
following clippers,41161
clippers player,19135
player father,80745
father dennis,37851
dennis haysbert,26256
haysbert footsteps,48898
footsteps dismiss,41270
dismiss monica,28818
monica ball,70282
ball dreams,8623
dreams short,30566
short fuse,97030
fuse doesn,42806
doesn help,29458
help struggles,49527
struggles game,103286
game quincy,43028
quincy parents,85303
parents fight,77710
fight home,38918
home friends,50756
friends way,42245
way relationship,117995
right,90176
getgo,43792
turned,112055
worse,120687
sizemore,98406
simon,97886
baker,8554
depended,26311
embarrassed,32134
hiring,50179
bet,10408
producer,83719
val,114485
kilmar,58272
kerrie,57784
anne,5362
moss,70578
lowered,65191
selves,94979
right getgo,90222
getgo movie,43793
movie turned,71814
turned worse,112113
worse tom,120737
tom sizemore,109940
sizemore simon,98407
simon baker,97887
baker act,8555
act lives,2012
lives depended,63330
depended director,26312
director embarrassed,28249
embarrassed worth,32140
worth hiring,120840
hiring bet,50180
bet producer,10414
producer got,83723
got good,45746
good return,45464
return money,89401
money think,70265
think val,108202
val kilmar,114486
kilmar kerrie,58273
kerrie anne,57785
anne moss,5366
moss lowered,70582
lowered selves,65193
space,100119
cowboys,22918
unrealistic,113824
silly,97785
fashion,37741
advice,3595
brain,12658
space cowboys,100132
cowboys unrealistic,22920
unrealistic think,113844
think silly,108167
silly manages,97803
manages tell,66656
tell story,106778
story entertaining,102500
entertaining fashion,33438
fashion advice,37742
advice just,3600
just turn,57400
turn brain,112004
brain enjoy,12668
uses,114276
effects,31676
settings,96188
rest,89176
fantastic,37396
superhuman,104494
nonsense,74480
571,1075
captured,14791
americans,4941
sunk,104319
hands,47852
coast,19362
ireland,55228
british,13289
aircraft,4153
hope,51030
germans,43764
furthermore,42799
quite,85339
humane,51922
treating,111073
survivors,105170
board,11735
rarely,85924
shot,97091
deliberately,26002
german,43742
navy,73179
commander,20361
karl,57569
dönitz,31185
guilty,47213
war,116558
crimes,23530
nuremberg,74966
trials,111196
1942,387
captain,14726
156,274
tried,111243
rescue,88917
sunken,104324
ship,96802
radioing,85610
allies,4431
attacked,7038
american,4859
bombers,11896
deck,25632
boat,11757
forced,41304
dive,29049
sailors,91848
survived,105148
boats,11769
die,27661
saved,92196
realism,86572
das,24745
boot,12132
criticized,23676
portrayal,81997
charges,17251
close,19174
sinking,98178
lot,64355
closer,19224
hull,51849
shaking,96462
crazy,23096
rupture,91440
major,65781
leaks,60189
occur,75229
don,29700
hit,50327
craft,22946
designed,26607
cause,15688
crack,22933
dent,26269
water,117668
pressure,83017
machine,65445
guns,47275
fired,40447
destroyer,26787
compromise,21034
integrity,54412
dives,29069
accepted,1723
limit,62531
ability,1344
handful,47812
operate,76106
damaged,24389
foreign,41387
achieve,1911
deeds,25683
survive,105128
propaganda,84159
cheesy,17555
music,72495
pure,84757
versus,114978
evil,34830
pretty,83092
unconvincing,112913
movie uses,71843
uses great,114281
great effects,46262
effects realistic,31721
realistic settings,86607
settings rest,96196
rest fantastic,89194
fantastic superhuman,37454
superhuman nonsense,104495
nonsense 571,74481
571 captured,1076
captured americans,14792
americans sunk,4956
sunk hands,104322
hands coast,47858
coast ireland,19364
ireland british,55229
british aircraft,13292
aircraft hope,4154
hope gets,51065
gets history,43834
history germans,50268
germans furthermore,43767
furthermore quite,42804
quite humane,85387
humane treating,51926
treating survivors,111078
survivors sea,105174
sea board,93885
board rarely,11744
rarely shot,85936
shot deliberately,97107
deliberately killed,26004
killed german,58155
german navy,43756
navy commander,73180
commander karl,20363
karl dönitz,57570
dönitz guilty,31186
guilty war,47218
war crimes,116567
crimes nuremberg,23539
nuremberg trials,74967
trials fact,111198
fact 1942,36495
1942 captain,388
captain 156,14727
156 tried,276
tried rescue,111271
rescue survivors,88930
survivors sunken,105175
sunken british,104326
british ship,13316
ship radioing,96810
radioing allies,85611
allies attacked,4432
attacked american,7039
american bombers,4870
bombers killed,11897
killed survivors,58170
survivors deck,105171
deck boat,25633
boat forced,11762
forced dive,41316
dive killed,29052
killed rest,58167
rest allies,89179
allies killed,4433
german sailors,43758
sailors survived,91851
survived sunken,105153
sunken boats,104325
boats left,11771
left die,60496
die saved,27678
saved film,92200
film short,39703
short realism,97049
realism german,86576
german movie,43755
movie das,71058
das boot,24746
boot criticized,12134
criticized boat,23677
boat sailors,11765
sailors portrayal,91850
portrayal depth,82003
depth charges,26410
charges close,17252
close boat,19178
boat sinking,11766
sinking movie,98180
movie depth,71076
charges lot,17254
lot closer,64383
closer hull,19229
hull shaking,51851
shaking like,96464
like crazy,61697
crazy rupture,23120
rupture major,91441
major leaks,65801
leaks occur,60190
occur depth,75230
charges don,17253
don hit,29775
hit craft,50336
craft designed,22948
designed cause,26608
cause crack,15694
crack dent,22934
dent hull,26270
hull water,51852
water pressure,117693
pressure does,83018
does rest,29352
rest machine,89205
machine guns,65453
guns fired,47280
fired german,40452
german destroyer,43748
destroyer compromise,26788
compromise hull,21036
hull integrity,51850
integrity boat,54413
boat dives,11761
dives accepted,29070
accepted limit,1729
limit problems,62533
problems ability,83573
ability handful,1351
handful men,47816
men operate,68265
operate damaged,76108
damaged foreign,24390
foreign boat,41389
boat achieve,11759
achieve deeds,1913
deeds survive,25684
survive tell,105145
tell tale,106782
tale fantastic,105825
fantastic unrealistic,37463
unrealistic propaganda,113840
propaganda film,84165
film cheesy,39227
cheesy music,17568
music pure,72574
pure good,84770
good versus,45539
versus pure,114980
pure evil,84767
evil pretty,34849
pretty unconvincing,83183
underrated,113004
disney,28822
movie probably,71554
probably underrated,83502
underrated movie,113009
movie disney,71098
awful,7966
likable,61525
misleadingly,69522
marketed,66895
fun,42430
romcom,90966
