,feature,2006
0,worst,0.01276426785205853
1,horrible,0.009135857127642158
2,great,0.0065691435494151604
3,waste,0.005684050239290051
4,movie,0.0039489965618270196
5,stupid,0.003921016516508125
6,awful,0.003374664339961085
7,terrible,0.003361612544422892
8,best,0.0032015856324577206
9,supposedly,0.003094408296236097
10,love,0.0030901660164895017
11,ok,0.00307538575594555
12,instead,0.002824901046537051
13,bad,0.002562102301730105
14,sucks,0.002434852778095709
15,worst films,0.0023233962396009182
16,barely,0.002271008977238794
17,spoilers,0.002098357647773462
18,film,0.002098096328667242
19,garbage,0.0020588394684812436
20,perfect,0.0020483472113266604
21,disappointment,0.0019876089655356663
22,annoying,0.0019211786171752243
23,looks like,0.0019005403295545662
24,date,0.0018128265377935393
25,looks,0.0018114786129079783
26,hated,0.0017754534434112836
27,disappointing,0.0017237577659804967
28,money,0.0016911025047763512
29,think,0.0016815715461375859
30,stereotypes,0.0016027946700852892
31,sense,0.0015926074317350908
32,worse,0.0015857219673963674
33,surprised,0.0015617235855704891
34,imdb,0.0015468199195127904
35,poorly,0.0015445828737128669
36,good,0.0015083070092325643
37,parts,0.0015066657727483353
38,nearly,0.0014854933817704421
39,interesting,0.0014832713540921204
40,film really,0.0014796004771045498
41,possible,0.0014604764960542604
42,enjoyed,0.0014499127119503008
43,redeeming,0.0014372643146400306
44,really bad,0.0014312191399917888
45,black,0.0014256384977936046
46,understand,0.0013914464283972439
47,just,0.0013888926010926263
48,way,0.0013821281380739312
49,americans,0.0013783255110572598
50,school,0.001378008364982013
51,hype,0.0013777733690632883
52,attempt,0.0013716148157268382
53,leave,0.0013710831632505287
54,superman,0.0013601431967244005
55,unfortunately,0.001349032830993665
56,shows,0.0013434502647647448
57,job,0.0013421941377050263
58,cast,0.001333685212960247
59,wasting,0.0013274584519072856
60,hours life,0.0013188489018486616
61,want,0.0013161362008371562
62,sucked,0.001308174304837908
63,did,0.0012945104123797911
64,went,0.0012892377719602329
65,ridiculous,0.0012785900935952817
66,dahlia,0.001274315854194264
67,act,0.0012717177655460117
68,going,0.0012571566709598427
69,time,0.0012343654367442548
70,failure,0.001229194526185795
71,doesn make,0.0012200995106090844
72,bloody,0.0012180751610509125
73,explained,0.0012113654205377841
74,spoon,0.001208654795295023
75,zero,0.001193348239963975
76,fact,0.001191000118956264
77,really,0.0011891159579669052
78,saw,0.001186584553724251
79,retarded,0.001182856458706259
80,family,0.001181841053879777
81,wrong,0.0011635473488437735
82,biggest,0.0011505248667319143
83,nonsense,0.0011406937046403946
84,tv,0.0011282718407457963
85,utter,0.001126558142967797
86,mess,0.0011112541087804737
87,mars,0.0011103407416741006
88,tom,0.0011067341845262895
89,don know,0.0011058928464508762
90,crap,0.001103564024186442
91,hopes,0.0011020608551701207
92,sorry,0.00109832954586942
93,veronica mars,0.0010860297025476146
94,save,0.0010817970510491731
95,veronica,0.0010813842168034525
96,major,0.001079566456715347
97,film like,0.0010720706022747898
98,world,0.0010679849877678848
99,bad movie,0.0010678577081725468
