,feature,2017
0,waste,0.008946263758474243
1,terrible,0.006891617121622623
2,waste time,0.005936896701203216
3,awful,0.0052917282390648
4,spoilers,0.005213044687332039
5,worst,0.004895710243873639
6,best,0.004657599085252053
7,series,0.003914120289311132
8,movie,0.003708385655619117
9,like,0.003680673141599119
10,boring,0.0033683586769362125
11,perfect,0.003253659328163723
12,tv,0.0030659919052157467
13,don,0.0030351835504371246
14,mess,0.002920595941034527
15,just,0.0026946365833020692
16,money,0.0026018609027374387
17,love,0.002542835644667506
18,shows,0.0024917339216781248
19,season,0.0024640925011715125
20,works,0.0024056272876992594
21,amazing,0.0023997287142702383
22,good,0.0023887525885108235
23,predictable,0.0023491147751102475
24,true,0.00215707505738436
25,flat,0.0021420107778744304
26,plot,0.002091630291242466
27,bad,0.0019380105065166758
28,recommend,0.001900234848970064
29,film,0.0018440984959596958
30,come,0.0018120913218357744
31,loved,0.0017944290036789319
32,make,0.001767626672089008
33,horrible,0.001758811155975056
34,10,0.0017511925237257303
35,opinion,0.001711684384758235
36,really,0.0016872225459559382
37,awesome,0.00167338272895925
38,hoping,0.0016715706699528
39,trying,0.0016295281410139972
40,funny,0.0016176776944052927
41,ve,0.00161399654225243
42,watch,0.001610181475810428
43,great,0.0016091861557750314
44,disappointed,0.0015855924912831678
45,supposed,0.0015835744512462998
46,lot,0.0015770886667174037
47,contains,0.001536012554098067
48,action,0.0015328824673643
49,deserves,0.0015254013931277784
50,enjoyed,0.0015095071433433172
51,poor,0.0015073016973134866
52,short,0.0014917995298073111
53,fun,0.0014640554347832133
54,thriller,0.0014613772709355015
55,reviews,0.0014369286030256473
56,act,0.001422324453623746
57,lacks,0.0014109191426664358
58,time,0.0014074693204841778
59,13,0.001402911407186266
60,big,0.0014025069251574133
61,think,0.001388730658679389
62,people,0.00138120807991605
63,life,0.0013601434108979366
64,fantastic,0.0013519760072755987
65,acting,0.0013296877968408205
66,sad,0.00132390035963364
67,episodes,0.0013167933136549411
68,know,0.0013029032699080029
69,unfortunately,0.0012996556427857255
70,guess,0.0012896591768241973
71,kind,0.00127082671708909
72,family,0.0012623899017793773
73,weak,0.0012586350592820401
74,make sense,0.0012558602435956809
75,watching,0.0012445046237659493
76,worse,0.0012355592892724797
77,woman,0.0012335104051142344
78,comedy,0.0012325738568995147
79,comes,0.0012320498584061312
80,unique,0.0012278496054809684
81,started,0.001222047378198613
82,beautiful,0.0012160673238526193
83,instead,0.001213800979418311
84,story,0.001209130303781676
85,hilarious,0.0012080048224672737
86,rest,0.001207262715035621
87,world,0.0012041320193326463
88,years,0.0011972797431015019
89,generous,0.0011903030470447281
90,long,0.0011871806296718768
91,review,0.0011742688604895757
92,cast,0.0011652819252418647
93,feel,0.001157134636387138
94,favorite,0.0011404912310021475
95,walking,0.0011280763954852118
96,going,0.0011232590228231483
97,dull,0.0011186810021871494
98,trailer,0.0011091088217781721
99,emotional,0.001106459346225937
