,feature,2016
0,best,0.004826515012239777
1,worst,0.004353126703832957
2,like,0.003397642235634835
3,bad,0.003332091892425541
4,great,0.003244316823588626
5,awful,0.003166926822194107
6,time,0.0029485490052108755
7,watching,0.0029224060996156987
8,movie,0.0028883850048967404
9,waste time,0.002816782947129466
10,love,0.002746488036914947
11,money,0.0025365310830570277
12,series,0.0025364391204675167
13,boring,0.002534868409352301
14,definitely,0.002531610203764903
15,season,0.002504905077061011
16,crap,0.0024959486831381333
17,hours,0.0024552000828004647
18,minutes,0.0024276935848129956
19,amazing,0.0023340838845002003
20,films,0.0023234307695902488
21,waste,0.0022810714614468234
22,personally,0.002276511312766591
23,based,0.002208293275329964
24,life,0.00216840825522882
25,spoilers,0.002109587722495959
26,stupid,0.00207061417614467
27,shows,0.00205626477142289
28,wrong,0.0020517204730414835
29,beautiful,0.002027649615454129
30,oh,0.002018437788888935
31,lot,0.002011808731021178
32,actor,0.0019556974754762315
33,role,0.0019367012755902662
34,believe,0.001932331903649978
35,spoiler,0.0019178237123862203
36,gives,0.0019041355320589225
37,ve,0.0019010980549796787
38,family,0.0018716001245188186
39,jokes,0.0018411702549090737
40,characters,0.0018209864928948436
41,need,0.0017882333839359995
42,just,0.001781646815619782
43,got,0.0017730676189846451
44,make,0.0017678954346313526
45,star,0.001762353774516118
46,reviews,0.0017594373803636386
47,work,0.0017543401502098349
48,propaganda,0.0017496036526077467
49,hey,0.0017494385849486246
50,care,0.0016856655278599925
51,different,0.0016708164691587625
52,wait,0.0016602332566722018
53,think,0.001647216820866594
54,bit,0.0016461379788328518
55,excellent,0.001643408263829644
56,nice,0.0016410792949762693
57,things,0.0016372232530348601
58,review,0.001634322277792924
59,episodes,0.0016280773420255345
60,wow,0.0016018679266109168
61,film,0.0015883424429431442
62,producers,0.001577420777389873
63,better,0.0015727826438490886
64,overall,0.001561382628848195
65,read,0.001561129592389392
66,cast,0.0015592575087189444
67,original,0.001552665796096983
68,character,0.0015466721728625502
69,tv,0.0015316118663995148
70,played,0.0015030069392768966
71,ok,0.001474391174375696
72,garbage,0.0014462513724543362
73,time money,0.0014448820215323395
74,good,0.0014264965035734006
75,years,0.0014202772569954698
76,mess,0.001404661163558933
77,emotional,0.001400780141318075
78,failed,0.0013917594152309553
79,overrated,0.0013823078011224303
80,story,0.001375544009017248
81,perfect,0.0013685297622335537
82,really,0.0013435201396145556
83,10,0.0013339600774757564
84,year,0.0013338785572904101
85,funny,0.0013334324339116532
86,interesting,0.0013330435754371592
87,hard,0.0013274208112339647
88,forced,0.001326850465691458
89,disappointing,0.0013111813617090059
90,kids,0.001293622383502166
91,rating,0.001289215645700892
92,netflix,0.0012809368808093832
93,asked,0.0012594384786853174
94,terrible,0.001246024960077207
95,stars,0.00124115729907115
96,talk,0.0012380458839673849
97,did,0.0012084639304989334
98,michael,0.001201294294764556
99,fair,0.001198152782975892
